date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak
Sep 27 2022,2022-09-27,17.684,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 28 2022,2022-09-28,17.394,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 29 2022,2022-09-29,18.533,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 30 2022,2022-09-30,17.847,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 01 2022,2022-10-01,17.947,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 02 2022,2022-10-02,18.218,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 03 2022,2022-10-03,18.434,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 04 2022,2022-10-04,18.81,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 05 2022,2022-10-05,18.709,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 06 2022,2022-10-06,19.506,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 07 2022,2022-10-07,18.655,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 08 2022,2022-10-08,18.95,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 09 2022,2022-10-09,18.969,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 10 2022,2022-10-10,18.506,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 11 2022,2022-10-11,18.387,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 12 2022,2022-10-12,18.12,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 13 2022,2022-10-13,19.004,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 14 2022,2022-10-14,18.248,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 15 2022,2022-10-15,19.609,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 16 2022,2022-10-16,19.506,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 17 2022,2022-10-17,18.983,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 18 2022,2022-10-18,19.025,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 19 2022,2022-10-19,19.311,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 20 2022,2022-10-20,18.404,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 21 2022,2022-10-21,18.522,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 22 2022,2022-10-22,17.387,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 23 2022,2022-10-23,17.273,22,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 24 2022,2022-10-24,18.19,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 25 2022,2022-10-25,34.03,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 26 2022,2022-10-26,18.435,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 27 2022,2022-10-27,18.317,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 28 2022,2022-10-28,17.525,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 29 2022,2022-10-29,20.698,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 30 2022,2022-10-30,17.647,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 31 2022,2022-10-31,17.916,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 01 2022,2022-11-01,17.536,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 02 2022,2022-11-02,17.557,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 03 2022,2022-11-03,17.84,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 04 2022,2022-11-04,17.669,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 05 2022,2022-11-05,17.882,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 06 2022,2022-11-06,18.654,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 07 2022,2022-11-07,17.815,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 08 2022,2022-11-08,17.638,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 09 2022,2022-11-09,18.13,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 10 2022,2022-11-10,17.411,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 11 2022,2022-11-11,17.632,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 12 2022,2022-11-12,19.382,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 13 2022,2022-11-13,17.067,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 14 2022,2022-11-14,18.411,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 15 2022,2022-11-15,17.581,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 16 2022,2022-11-16,17.724,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 17 2022,2022-11-17,17.25,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 18 2022,2022-11-18,17.677,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 19 2022,2022-11-19,16.805,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 20 2022,2022-11-20,17.928,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 21 2022,2022-11-21,16.639,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 22 2022,2022-11-22,16.382,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 23 2022,2022-11-23,15.864,24,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 24 2022,2022-11-24,14.886,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 25 2022,2022-11-25,15.371,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 26 2022,2022-11-26,15.279,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 27 2022,2022-11-27,15.345,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 28 2022,2022-11-28,15.561,4,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 29 2022,2022-11-29,15.9,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 30 2022,2022-11-30,16.793,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 01 2022,2022-12-01,24.476,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 02 2022,2022-12-02,17.261,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 03 2022,2022-12-03,17.411,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 04 2022,2022-12-04,18.873,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 05 2022,2022-12-05,17.636,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 06 2022,2022-12-06,17.252,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 07 2022,2022-12-07,17.942,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 08 2022,2022-12-08,17.964,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 09 2022,2022-12-09,17.163,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 10 2022,2022-12-10,17.062,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 11 2022,2022-12-11,18.694,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 12 2022,2022-12-12,17.733,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 13 2022,2022-12-13,17.703,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 14 2022,2022-12-14,17.052,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 15 2022,2022-12-15,17.415,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 16 2022,2022-12-16,17.479,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 17 2022,2022-12-17,17.978,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 18 2022,2022-12-18,16.145,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 19 2022,2022-12-19,17.278,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 20 2022,2022-12-20,18.768,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 21 2022,2022-12-21,18.067,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 22 2022,2022-12-22,18.498,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 23 2022,2022-12-23,19.016,22,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 24 2022,2022-12-24,19.52,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 25 2022,2022-12-25,18.994,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 26 2022,2022-12-26,18.64,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 27 2022,2022-12-27,19.0,23,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 28 2022,2022-12-28,18.254,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 29 2022,2022-12-29,18.559,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 30 2022,2022-12-30,17.73,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 31 2022,2022-12-31,17.685,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 01 2023,2023-01-01,17.73,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 02 2023,2023-01-02,18.077,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 03 2023,2023-01-03,17.62,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 04 2023,2023-01-04,18.318,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 05 2023,2023-01-05,18.639,20,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 06 2023,2023-01-06,17.638,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 07 2023,2023-01-07,18.873,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 08 2023,2023-01-08,19.707,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 09 2023,2023-01-09,19.545,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 10 2023,2023-01-10,19.877,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 11 2023,2023-01-11,19.463,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 12 2023,2023-01-12,17.932,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 13 2023,2023-01-13,18.643,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 14 2023,2023-01-14,19.925,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 15 2023,2023-01-15,19.393,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 16 2023,2023-01-16,19.794,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 17 2023,2023-01-17,19.003,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 18 2023,2023-01-18,19.937,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 19 2023,2023-01-19,20.958,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 20 2023,2023-01-20,20.413,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 21 2023,2023-01-21,20.658,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 22 2023,2023-01-22,20.537,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 23 2023,2023-01-23,19.548,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 24 2023,2023-01-24,18.275,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 25 2023,2023-01-25,19.991,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 26 2023,2023-01-26,19.343,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 27 2023,2023-01-27,19.14,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 28 2023,2023-01-28,19.074,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 29 2023,2023-01-29,19.471,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 30 2023,2023-01-30,20.134,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 31 2023,2023-01-31,19.745,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 01 2023,2023-02-01,19.701,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 02 2023,2023-02-02,20.736,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 03 2023,2023-02-03,20.374,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 04 2023,2023-02-04,21.742,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 05 2023,2023-02-05,21.431,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 06 2023,2023-02-06,19.935,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 07 2023,2023-02-07,19.407,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 08 2023,2023-02-08,19.934,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 09 2023,2023-02-09,20.115,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 10 2023,2023-02-10,20.002,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 11 2023,2023-02-11,19.851,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 12 2023,2023-02-12,19.969,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 13 2023,2023-02-13,19.75,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 14 2023,2023-02-14,20.134,24,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 15 2023,2023-02-15,19.58,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 16 2023,2023-02-16,20.428,24,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 17 2023,2023-02-17,22.209,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 18 2023,2023-02-18,22.148,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 19 2023,2023-02-19,21.529,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 20 2023,2023-02-20,19.944,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 21 2023,2023-02-21,20.578,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 22 2023,2023-02-22,20.758,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 23 2023,2023-02-23,21.547,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 24 2023,2023-02-24,20.4,20,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 25 2023,2023-02-25,19.967,20,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 26 2023,2023-02-26,20.427,24,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 27 2023,2023-02-27,19.397,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 28 2023,2023-02-28,20.232,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 01 2023,2023-03-01,20.528,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 02 2023,2023-03-02,25.259,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 03 2023,2023-03-03,21.789,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 04 2023,2023-03-04,22.445,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 05 2023,2023-03-05,22.801,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 06 2023,2023-03-06,24.19,4,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 07 2023,2023-03-07,21.208,24,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 08 2023,2023-03-08,21.966,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 09 2023,2023-03-09,21.691,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 10 2023,2023-03-10,20.797,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 11 2023,2023-03-11,20.126,21,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 12 2023,2023-03-12,22.506,23,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 13 2023,2023-03-13,20.161,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 14 2023,2023-03-14,20.006,21,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 15 2023,2023-03-15,19.684,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 16 2023,2023-03-16,19.233,20,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 17 2023,2023-03-17,20.047,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 18 2023,2023-03-18,21.357,26,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 19 2023,2023-03-19,21.044,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 20 2023,2023-03-20,21.471,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 21 2023,2023-03-21,20.749,20,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 22 2023,2023-03-22,20.102,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 23 2023,2023-03-23,20.395,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 24 2023,2023-03-24,21.631,26,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 25 2023,2023-03-25,23.886,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 26 2023,2023-03-26,21.693,21,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 27 2023,2023-03-27,23.773,22,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 28 2023,2023-03-28,22.777,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 29 2023,2023-03-29,22.152,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 30 2023,2023-03-30,23.478,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 31 2023,2023-03-31,25.251,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 01 2023,2023-04-01,25.016,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 02 2023,2023-04-02,22.734,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 03 2023,2023-04-03,23.755,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 04 2023,2023-04-04,24.047,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 05 2023,2023-04-05,24.889,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 06 2023,2023-04-06,24.847,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 07 2023,2023-04-07,23.924,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 08 2023,2023-04-08,25.454,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 09 2023,2023-04-09,24.373,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 10 2023,2023-04-10,25.782,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 11 2023,2023-04-11,24.475,22,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 12 2023,2023-04-12,25.46,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 13 2023,2023-04-13,25.841,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 14 2023,2023-04-14,27.014,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 15 2023,2023-04-15,27.402,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 16 2023,2023-04-16,27.604,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 17 2023,2023-04-17,28.038,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 18 2023,2023-04-18,27.129,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 19 2023,2023-04-19,27.109,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 20 2023,2023-04-20,26.13,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 21 2023,2023-04-21,26.788,22,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 22 2023,2023-04-22,26.809,24,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 23 2023,2023-04-23,27.34,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 24 2023,2023-04-24,27.534,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 25 2023,2023-04-25,26.156,29,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 26 2023,2023-04-26,25.385,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 27 2023,2023-04-27,24.889,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 28 2023,2023-04-28,25.572,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 29 2023,2023-04-29,26.918,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 30 2023,2023-04-30,25.556,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 01 2023,2023-05-01,24.89,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 02 2023,2023-05-02,24.025,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 03 2023,2023-05-03,25.197,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 04 2023,2023-05-04,23.743,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 05 2023,2023-05-05,21.602,34,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 06 2023,2023-05-06,23.146,22,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 07 2023,2023-05-07,23.27,23,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 08 2023,2023-05-08,23.519,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 09 2023,2023-05-09,24.114,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 10 2023,2023-05-10,24.256,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 11 2023,2023-05-11,24.58,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 12 2023,2023-05-12,25.09,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 13 2023,2023-05-13,24.597,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 14 2023,2023-05-14,23.317,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 15 2023,2023-05-15,22.331,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 16 2023,2023-05-16,22.021,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 17 2023,2023-05-17,23.606,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 18 2023,2023-05-18,21.891,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 19 2023,2023-05-19,23.769,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 20 2023,2023-05-20,22.853,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 21 2023,2023-05-21,22.931,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 22 2023,2023-05-22,23.87,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 23 2023,2023-05-23,23.678,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 24 2023,2023-05-24,23.988,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 25 2023,2023-05-25,24.208,3,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 26 2023,2023-05-26,24.15,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 27 2023,2023-05-27,24.875,21,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 28 2023,2023-05-28,25.28,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 29 2023,2023-05-29,24.233,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 30 2023,2023-05-30,22.678,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 31 2023,2023-05-31,24.451,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 01 2023,2023-06-01,23.218,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 02 2023,2023-06-02,23.53,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 03 2023,2023-06-03,23.562,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 04 2023,2023-06-04,25.034,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 05 2023,2023-06-05,27.817,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 06 2023,2023-06-06,25.006,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 07 2023,2023-06-07,24.304,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 08 2023,2023-06-08,26.594,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 09 2023,2023-06-09,25.397,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 10 2023,2023-06-10,23.639,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 11 2023,2023-06-11,24.377,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 12 2023,2023-06-12,24.779,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 13 2023,2023-06-13,23.061,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 14 2023,2023-06-14,25.74,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 15 2023,2023-06-15,25.772,5,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 16 2023,2023-06-16,25.628,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 17 2023,2023-06-17,24.156,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 18 2023,2023-06-18,24.407,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 19 2023,2023-06-19,25.169,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 20 2023,2023-06-20,24.971,22,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 21 2023,2023-06-21,25.103,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 22 2023,2023-06-22,26.391,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
