date,median_price,volume_sold,item,weapon,skin,wear,stattrak
Feb 21 2014,398.025,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Apr 30 2014,363.16,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 01 2014,346.475,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 02 2014,276.0,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 03 2014,223.22,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 04 2014,239.513,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 05 2014,328.68,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 07 2014,210.777,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 10 2014,227.699,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 15 2014,194.745,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 16 2014,205.238,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 17 2014,234.862,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 19 2014,249.67,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 21 2014,232.89,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 23 2014,237.543,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 24 2014,244.2,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 25 2014,238.965,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 26 2014,234.84,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 27 2014,237.5,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 28 2014,249.98,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
May 30 2014,180.134,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 01 2014,154.615,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 03 2014,204.076,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 06 2014,218.29,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 08 2014,225.338,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 10 2014,213.785,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 11 2014,194.15,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 12 2014,155.67,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 13 2014,214.527,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 15 2014,211.89,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 17 2014,200.0,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 18 2014,198.262,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 19 2014,189.91,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 20 2014,198.706,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 21 2014,192.995,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 22 2014,177.876,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 23 2014,172.862,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 24 2014,198.456,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 25 2014,204.336,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 26 2014,187.727,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 27 2014,214.437,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 28 2014,207.999,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jun 30 2014,210.226,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 01 2014,205.0,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 02 2014,193.82,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 03 2014,172.955,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 04 2014,190.855,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 06 2014,130.041,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 09 2014,177.598,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 10 2014,167.905,9,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 11 2014,177.429,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 12 2014,181.894,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 14 2014,171.522,7,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 15 2014,191.382,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 16 2014,176.934,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 17 2014,177.1,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 18 2014,163.534,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 19 2014,174.8,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 20 2014,158.587,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 21 2014,162.0,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 22 2014,160.087,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 23 2014,174.66,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 24 2014,213.93,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 25 2014,199.514,7,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 26 2014,202.666,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 28 2014,161.113,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 29 2014,173.728,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 30 2014,164.164,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jul 31 2014,173.76,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 01 2014,197.0,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 02 2014,188.38,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 03 2014,204.38,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 04 2014,206.454,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 05 2014,197.405,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 06 2014,193.895,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 07 2014,187.927,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 08 2014,171.886,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 09 2014,204.1,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 10 2014,197.22,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 11 2014,178.498,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 12 2014,195.029,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 13 2014,177.62,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 14 2014,187.628,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 15 2014,199.849,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 16 2014,185.99,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 17 2014,167.76,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 18 2014,189.389,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 19 2014,205.748,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 20 2014,191.488,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 21 2014,186.76,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 22 2014,206.38,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 23 2014,184.744,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 24 2014,186.192,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 25 2014,194.447,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 26 2014,179.764,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 27 2014,194.616,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 28 2014,186.777,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 29 2014,213.492,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Aug 31 2014,201.361,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 01 2014,190.976,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 02 2014,176.734,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 03 2014,193.426,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 04 2014,206.145,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 06 2014,191.187,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 07 2014,188.38,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 08 2014,180.0,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 09 2014,225.704,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 10 2014,227.497,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 11 2014,191.061,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 12 2014,181.549,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 13 2014,204.082,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 14 2014,202.305,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 15 2014,224.573,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 17 2014,200.983,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 18 2014,226.41,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 19 2014,177.949,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 21 2014,196.436,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 22 2014,160.726,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 23 2014,174.685,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 24 2014,189.239,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 25 2014,204.764,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 26 2014,219.3,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 27 2014,181.747,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 28 2014,187.181,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 29 2014,171.468,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Sep 30 2014,179.459,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 01 2014,180.812,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 02 2014,155.251,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 03 2014,175.872,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 04 2014,175.953,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 05 2014,173.238,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 06 2014,169.865,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 07 2014,177.324,7,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 08 2014,188.923,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 09 2014,197.475,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 10 2014,183.498,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 11 2014,173.055,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 12 2014,167.965,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 13 2014,180.795,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 14 2014,186.078,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 16 2014,176.424,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 17 2014,182.951,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 18 2014,189.781,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 19 2014,165.101,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 20 2014,236.042,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 21 2014,200.564,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 23 2014,188.269,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 24 2014,186.462,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 25 2014,196.412,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 26 2014,186.638,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 27 2014,181.294,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 28 2014,162.97,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 29 2014,191.361,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Oct 31 2014,189.772,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 01 2014,158.518,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 02 2014,159.225,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 03 2014,174.773,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 04 2014,201.65,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 05 2014,185.006,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 06 2014,182.237,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 07 2014,174.905,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 08 2014,157.325,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 09 2014,172.496,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 10 2014,151.038,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 11 2014,180.54,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 12 2014,173.981,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 13 2014,164.563,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 14 2014,150.688,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 15 2014,154.756,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 16 2014,149.322,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 17 2014,143.63,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 18 2014,136.194,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 19 2014,146.139,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 20 2014,222.696,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 21 2014,144.303,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 22 2014,141.516,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 23 2014,147.1,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 24 2014,147.2,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 25 2014,136.317,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 26 2014,147.965,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 27 2014,151.816,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 28 2014,157.816,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 29 2014,172.494,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Nov 30 2014,157.529,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 01 2014,150.195,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 02 2014,149.654,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 03 2014,160.421,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 04 2014,170.242,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 05 2014,163.38,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 06 2014,141.113,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 07 2014,152.082,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 08 2014,163.283,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 09 2014,149.814,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 10 2014,155.146,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 11 2014,129.824,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 12 2014,148.336,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 13 2014,157.697,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 14 2014,142.0,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 15 2014,135.848,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 16 2014,145.048,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 17 2014,146.565,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 18 2014,142.646,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 19 2014,126.88,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 20 2014,130.991,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 21 2014,129.975,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 22 2014,142.184,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 23 2014,153.634,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 24 2014,159.528,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 25 2014,167.081,8,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 26 2014,157.453,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 27 2014,151.877,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 28 2014,158.907,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 29 2014,153.231,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 30 2014,158.01,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Dec 31 2014,150.377,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 01 2015,142.11,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 02 2015,148.002,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 03 2015,143.457,9,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 04 2015,154.722,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 05 2015,170.171,7,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 06 2015,180.1,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 07 2015,168.864,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 08 2015,156.468,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 09 2015,160.447,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 10 2015,172.227,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 11 2015,157.659,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 12 2015,146.836,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 13 2015,145.078,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 14 2015,183.503,7,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 15 2015,158.297,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 16 2015,157.641,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 17 2015,150.978,8,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 18 2015,153.633,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 19 2015,147.845,9,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 20 2015,165.189,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 21 2015,134.107,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 22 2015,156.538,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 23 2015,154.339,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 24 2015,143.165,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 25 2015,165.582,7,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 26 2015,145.6,1,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 27 2015,141.963,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 28 2015,145.562,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 29 2015,134.379,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 30 2015,137.247,8,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Jan 31 2015,138.624,7,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 01 2015,137.914,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 02 2015,142.403,8,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 03 2015,145.029,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 04 2015,116.343,7,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 05 2015,147.968,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 06 2015,153.324,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 07 2015,162.019,7,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 08 2015,152.316,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 09 2015,134.245,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 10 2015,136.43,2,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 11 2015,134.764,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 12 2015,114.842,7,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 13 2015,139.051,7,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 14 2015,155.049,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 15 2015,139.356,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 16 2015,148.89,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 17 2015,146.096,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 18 2015,138.633,8,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 19 2015,147.123,3,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 20 2015,159.721,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 21 2015,139.461,7,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 22 2015,141.278,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 23 2015,140.84,11,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 24 2015,148.035,5,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 25 2015,147.05,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 26 2015,146.074,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 27 2015,130.994,9,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Feb 28 2015,157.462,9,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Mar 01 2015,179.102,6,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
Mar 02 2015,164.674,4,AK-47 | Redline,AK-47,Redline,Minimal Wear,1
