date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Jun 01 2015,2015-06-01,13.561,14,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 02 2015,2015-06-02,14.58,12,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 03 2015,2015-06-03,14.037,8,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 04 2015,2015-06-04,11.726,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 05 2015,2015-06-05,12.265,12,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 06 2015,2015-06-06,12.577,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 07 2015,2015-06-07,14.403,3,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 08 2015,2015-06-08,13.562,15,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 09 2015,2015-06-09,13.642,15,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 10 2015,2015-06-10,13.012,11,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 11 2015,2015-06-11,13.147,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 12 2015,2015-06-12,12.76,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 13 2015,2015-06-13,12.234,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 14 2015,2015-06-14,11.452,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 15 2015,2015-06-15,11.792,10,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 16 2015,2015-06-16,12.044,16,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 17 2015,2015-06-17,12.433,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 18 2015,2015-06-18,11.185,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 19 2015,2015-06-19,11.724,15,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 20 2015,2015-06-20,12.232,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 21 2015,2015-06-21,11.218,12,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 22 2015,2015-06-22,10.576,13,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 23 2015,2015-06-23,12.095,15,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 24 2015,2015-06-24,13.004,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 25 2015,2015-06-25,11.693,13,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 26 2015,2015-06-26,11.84,8,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 27 2015,2015-06-27,12.925,8,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 28 2015,2015-06-28,11.478,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 29 2015,2015-06-29,11.419,14,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jun 30 2015,2015-06-30,11.803,8,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 01 2015,2015-07-01,11.856,8,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 02 2015,2015-07-02,13.561,14,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 03 2015,2015-07-03,14.032,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 04 2015,2015-07-04,13.159,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 05 2015,2015-07-05,13.933,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 06 2015,2015-07-06,12.895,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 07 2015,2015-07-07,12.301,12,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 08 2015,2015-07-08,12.085,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 09 2015,2015-07-09,14.515,8,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 10 2015,2015-07-10,12.396,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 11 2015,2015-07-11,13.145,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 12 2015,2015-07-12,12.351,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 13 2015,2015-07-13,12.757,10,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 14 2015,2015-07-14,12.794,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 15 2015,2015-07-15,11.093,11,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 16 2015,2015-07-16,12.364,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 17 2015,2015-07-17,10.838,13,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 18 2015,2015-07-18,11.27,10,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 19 2015,2015-07-19,11.812,14,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
