date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Feb 05 2021,2021-02-05,92.31,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 06 2021,2021-02-06,94.64,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 07 2021,2021-02-07,95.18,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 08 2021,2021-02-08,92.72,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 09 2021,2021-02-09,92.081,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 10 2021,2021-02-10,89.267,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 11 2021,2021-02-11,90.56,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 12 2021,2021-02-12,92.16,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 13 2021,2021-02-13,90.611,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 14 2021,2021-02-14,90.892,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 15 2021,2021-02-15,90.672,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 16 2021,2021-02-16,91.434,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 17 2021,2021-02-17,94.017,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 18 2021,2021-02-18,89.292,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 19 2021,2021-02-19,95.15,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 20 2021,2021-02-20,87.413,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 21 2021,2021-02-21,90.97,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 22 2021,2021-02-22,90.904,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 23 2021,2021-02-23,91.788,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 24 2021,2021-02-24,92.653,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 25 2021,2021-02-25,92.366,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 26 2021,2021-02-26,94.488,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 27 2021,2021-02-27,92.125,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 28 2021,2021-02-28,89.941,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 01 2021,2021-03-01,92.935,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 02 2021,2021-03-02,95.916,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 03 2021,2021-03-03,94.345,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 04 2021,2021-03-04,99.122,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 05 2021,2021-03-05,100.199,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 06 2021,2021-03-06,99.658,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 07 2021,2021-03-07,95.663,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 08 2021,2021-03-08,95.798,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 09 2021,2021-03-09,96.547,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 10 2021,2021-03-10,99.394,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 11 2021,2021-03-11,96.156,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 12 2021,2021-03-12,99.13,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 13 2021,2021-03-13,102.09,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 14 2021,2021-03-14,100.037,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 15 2021,2021-03-15,103.594,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 16 2021,2021-03-16,100.303,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 17 2021,2021-03-17,101.67,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 18 2021,2021-03-18,99.801,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 19 2021,2021-03-19,103.606,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 20 2021,2021-03-20,103.017,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 21 2021,2021-03-21,100.415,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 22 2021,2021-03-22,102.399,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 23 2021,2021-03-23,102.298,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 24 2021,2021-03-24,104.928,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 25 2021,2021-03-25,107.169,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 26 2021,2021-03-26,107.186,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 27 2021,2021-03-27,111.055,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 28 2021,2021-03-28,107.062,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 29 2021,2021-03-29,106.889,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 30 2021,2021-03-30,106.453,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 31 2021,2021-03-31,105.142,22,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 01 2021,2021-04-01,104.922,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 02 2021,2021-04-02,104.57,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 03 2021,2021-04-03,102.187,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 04 2021,2021-04-04,108.3,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 05 2021,2021-04-05,106.77,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 06 2021,2021-04-06,105.165,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 07 2021,2021-04-07,90.15,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 08 2021,2021-04-08,107.595,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 09 2021,2021-04-09,104.054,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 10 2021,2021-04-10,104.104,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 11 2021,2021-04-11,102.68,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 12 2021,2021-04-12,103.181,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 13 2021,2021-04-13,102.52,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 14 2021,2021-04-14,105.558,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 15 2021,2021-04-15,104.341,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 16 2021,2021-04-16,103.934,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 17 2021,2021-04-17,101.704,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 18 2021,2021-04-18,101.644,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 19 2021,2021-04-19,100.816,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 20 2021,2021-04-20,100.884,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 21 2021,2021-04-21,103.14,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 22 2021,2021-04-22,99.293,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 23 2021,2021-04-23,101.819,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 24 2021,2021-04-24,126.495,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 25 2021,2021-04-25,99.919,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 26 2021,2021-04-26,100.51,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 27 2021,2021-04-27,98.907,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 28 2021,2021-04-28,101.971,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 29 2021,2021-04-29,99.574,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 30 2021,2021-04-30,98.371,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 01 2021,2021-05-01,104.146,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 02 2021,2021-05-02,100.767,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 03 2021,2021-05-03,101.428,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 04 2021,2021-05-04,99.908,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 05 2021,2021-05-05,100.402,22,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 06 2021,2021-05-06,102.916,22,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 07 2021,2021-05-07,108.038,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 08 2021,2021-05-08,106.234,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 09 2021,2021-05-09,103.802,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 10 2021,2021-05-10,102.586,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 11 2021,2021-05-11,102.875,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 12 2021,2021-05-12,107.944,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 13 2021,2021-05-13,108.268,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 14 2021,2021-05-14,108.963,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 15 2021,2021-05-15,107.125,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 16 2021,2021-05-16,104.192,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 17 2021,2021-05-17,107.911,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 18 2021,2021-05-18,102.553,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 19 2021,2021-05-19,104.599,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 20 2021,2021-05-20,100.235,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 21 2021,2021-05-21,99.698,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 22 2021,2021-05-22,105.11,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 23 2021,2021-05-23,111.236,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 24 2021,2021-05-24,103.87,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 25 2021,2021-05-25,99.99,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 26 2021,2021-05-26,106.451,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 27 2021,2021-05-27,100.816,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 28 2021,2021-05-28,101.407,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 29 2021,2021-05-29,104.246,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 30 2021,2021-05-30,101.405,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 31 2021,2021-05-31,102.92,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 01 2021,2021-06-01,102.507,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 02 2021,2021-06-02,104.387,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 03 2021,2021-06-03,105.638,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 04 2021,2021-06-04,100.742,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 05 2021,2021-06-05,107.636,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 06 2021,2021-06-06,108.997,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 07 2021,2021-06-07,109.231,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 08 2021,2021-06-08,103.048,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 09 2021,2021-06-09,106.955,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 10 2021,2021-06-10,108.444,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 11 2021,2021-06-11,108.54,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 12 2021,2021-06-12,108.329,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 13 2021,2021-06-13,104.987,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 14 2021,2021-06-14,102.79,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 15 2021,2021-06-15,102.804,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 16 2021,2021-06-16,101.753,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 17 2021,2021-06-17,106.133,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 18 2021,2021-06-18,102.4,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 19 2021,2021-06-19,103.474,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 20 2021,2021-06-20,104.023,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 21 2021,2021-06-21,103.41,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 22 2021,2021-06-22,98.667,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 23 2021,2021-06-23,97.51,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 24 2021,2021-06-24,96.042,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 25 2021,2021-06-25,92.744,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 26 2021,2021-06-26,94.112,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 27 2021,2021-06-27,94.835,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 28 2021,2021-06-28,90.165,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 29 2021,2021-06-29,91.699,27,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 30 2021,2021-06-30,86.392,31,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 01 2021,2021-07-01,86.918,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 02 2021,2021-07-02,84.139,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 03 2021,2021-07-03,88.919,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 04 2021,2021-07-04,90.065,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 05 2021,2021-07-05,93.913,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 06 2021,2021-07-06,90.789,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 07 2021,2021-07-07,93.316,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 08 2021,2021-07-08,90.575,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 09 2021,2021-07-09,87.761,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 10 2021,2021-07-10,90.74,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 11 2021,2021-07-11,84.422,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 12 2021,2021-07-12,81.244,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 13 2021,2021-07-13,83.768,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 14 2021,2021-07-14,84.594,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 15 2021,2021-07-15,85.855,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 16 2021,2021-07-16,88.256,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 17 2021,2021-07-17,88.92,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 18 2021,2021-07-18,92.725,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 19 2021,2021-07-19,88.96,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 20 2021,2021-07-20,89.746,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 21 2021,2021-07-21,91.342,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 22 2021,2021-07-22,91.27,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 23 2021,2021-07-23,90.542,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 24 2021,2021-07-24,89.84,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 25 2021,2021-07-25,91.905,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 26 2021,2021-07-26,88.881,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 27 2021,2021-07-27,89.318,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 28 2021,2021-07-28,92.516,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 29 2021,2021-07-29,91.981,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 30 2021,2021-07-30,87.352,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 31 2021,2021-07-31,91.883,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 01 2021,2021-08-01,89.832,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 02 2021,2021-08-02,94.396,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 03 2021,2021-08-03,89.516,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 04 2021,2021-08-04,91.97,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 05 2021,2021-08-05,88.512,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 06 2021,2021-08-06,94.075,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 07 2021,2021-08-07,85.372,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 08 2021,2021-08-08,87.306,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 09 2021,2021-08-09,86.716,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 10 2021,2021-08-10,78.958,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 11 2021,2021-08-11,83.985,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 12 2021,2021-08-12,82.384,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 13 2021,2021-08-13,81.219,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 14 2021,2021-08-14,89.004,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 15 2021,2021-08-15,86.371,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 16 2021,2021-08-16,89.367,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 17 2021,2021-08-17,80.726,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 18 2021,2021-08-18,81.168,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 19 2021,2021-08-19,82.952,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 20 2021,2021-08-20,83.316,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 21 2021,2021-08-21,82.774,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 22 2021,2021-08-22,84.847,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 23 2021,2021-08-23,81.449,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 24 2021,2021-08-24,83.385,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 25 2021,2021-08-25,89.277,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 26 2021,2021-08-26,87.084,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 27 2021,2021-08-27,87.364,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 28 2021,2021-08-28,85.569,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 29 2021,2021-08-29,86.223,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 30 2021,2021-08-30,81.292,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 31 2021,2021-08-31,84.414,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Sep 01 2021,2021-09-01,86.932,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Sep 02 2021,2021-09-02,88.398,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Sep 03 2021,2021-09-03,86.632,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Sep 04 2021,2021-09-04,83.553,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Sep 05 2021,2021-09-05,88.246,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Sep 06 2021,2021-09-06,90.113,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Sep 07 2021,2021-09-07,90.466,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Sep 08 2021,2021-09-08,88.335,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Sep 09 2021,2021-09-09,87.385,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Sep 10 2021,2021-09-10,85.71,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Sep 11 2021,2021-09-11,85.288,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
