date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
May 09 2020,2020-05-09,6.329,76,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 10 2020,2020-05-10,5.983,84,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 11 2020,2020-05-11,6.287,110,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 12 2020,2020-05-12,6.087,79,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 13 2020,2020-05-13,6.178,91,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 14 2020,2020-05-14,6.557,89,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 15 2020,2020-05-15,6.326,68,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 16 2020,2020-05-16,6.088,73,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 17 2020,2020-05-17,6.183,86,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 18 2020,2020-05-18,6.447,63,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 19 2020,2020-05-19,6.276,70,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 20 2020,2020-05-20,6.277,64,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 21 2020,2020-05-21,6.234,58,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 22 2020,2020-05-22,6.427,59,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 23 2020,2020-05-23,6.343,66,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 24 2020,2020-05-24,6.185,80,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 25 2020,2020-05-25,5.896,80,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 26 2020,2020-05-26,5.809,72,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 27 2020,2020-05-27,5.745,52,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 28 2020,2020-05-28,7.067,68,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 29 2020,2020-05-29,6.439,70,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 30 2020,2020-05-30,5.845,69,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
May 31 2020,2020-05-31,5.827,74,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 01 2020,2020-06-01,6.13,68,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 02 2020,2020-06-02,5.94,58,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 03 2020,2020-06-03,5.924,56,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 04 2020,2020-06-04,5.918,74,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 05 2020,2020-06-05,5.815,72,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 06 2020,2020-06-06,5.978,77,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 07 2020,2020-06-07,5.926,90,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 08 2020,2020-06-08,6.05,87,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 09 2020,2020-06-09,6.097,70,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 10 2020,2020-06-10,6.263,76,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 11 2020,2020-06-11,6.919,64,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 12 2020,2020-06-12,6.197,60,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 13 2020,2020-06-13,6.767,48,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 14 2020,2020-06-14,6.461,83,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 15 2020,2020-06-15,6.173,64,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 16 2020,2020-06-16,6.074,66,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 17 2020,2020-06-17,5.845,60,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 18 2020,2020-06-18,6.236,49,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 19 2020,2020-06-19,5.815,65,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 20 2020,2020-06-20,5.879,60,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 21 2020,2020-06-21,6.224,56,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 22 2020,2020-06-22,5.733,55,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 23 2020,2020-06-23,5.67,53,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 24 2020,2020-06-24,5.861,52,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 25 2020,2020-06-25,5.341,76,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 26 2020,2020-06-26,5.254,86,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 27 2020,2020-06-27,5.358,57,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 28 2020,2020-06-28,5.288,82,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 29 2020,2020-06-29,5.477,77,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jun 30 2020,2020-06-30,5.437,63,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 01 2020,2020-07-01,5.459,71,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 02 2020,2020-07-02,5.573,59,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 03 2020,2020-07-03,5.665,63,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 04 2020,2020-07-04,5.726,80,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 05 2020,2020-07-05,5.947,83,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 06 2020,2020-07-06,5.661,74,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 07 2020,2020-07-07,5.578,56,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 08 2020,2020-07-08,5.716,70,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 09 2020,2020-07-09,5.801,65,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 10 2020,2020-07-10,5.776,69,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 11 2020,2020-07-11,6.247,73,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 12 2020,2020-07-12,6.014,50,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 13 2020,2020-07-13,6.08,56,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 14 2020,2020-07-14,5.944,63,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 15 2020,2020-07-15,5.955,61,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 16 2020,2020-07-16,5.995,51,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 17 2020,2020-07-17,6.348,50,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 18 2020,2020-07-18,6.683,45,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 19 2020,2020-07-19,6.199,49,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 20 2020,2020-07-20,5.907,58,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 21 2020,2020-07-21,6.43,79,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 22 2020,2020-07-22,6.471,69,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 23 2020,2020-07-23,6.196,53,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 24 2020,2020-07-24,6.125,50,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 25 2020,2020-07-25,6.095,42,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 26 2020,2020-07-26,6.033,61,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 27 2020,2020-07-27,6.006,51,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 28 2020,2020-07-28,6.023,54,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 29 2020,2020-07-29,5.999,66,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 30 2020,2020-07-30,6.091,44,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jul 31 2020,2020-07-31,6.413,44,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 01 2020,2020-08-01,6.041,39,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 02 2020,2020-08-02,6.113,47,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 03 2020,2020-08-03,6.39,75,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 04 2020,2020-08-04,6.55,71,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 05 2020,2020-08-05,6.868,66,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 06 2020,2020-08-06,6.589,56,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 07 2020,2020-08-07,6.556,88,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 08 2020,2020-08-08,6.835,51,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 09 2020,2020-08-09,7.055,72,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 10 2020,2020-08-10,6.59,61,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 11 2020,2020-08-11,6.266,50,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 12 2020,2020-08-12,5.981,67,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 13 2020,2020-08-13,6.493,69,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 14 2020,2020-08-14,6.53,63,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 15 2020,2020-08-15,6.557,65,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 16 2020,2020-08-16,6.597,48,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 17 2020,2020-08-17,5.986,56,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 18 2020,2020-08-18,6.239,50,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 19 2020,2020-08-19,5.97,57,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 20 2020,2020-08-20,6.212,69,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 21 2020,2020-08-21,6.351,56,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 22 2020,2020-08-22,5.887,55,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 23 2020,2020-08-23,5.977,47,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 24 2020,2020-08-24,6.003,59,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 25 2020,2020-08-25,5.785,63,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 26 2020,2020-08-26,5.782,50,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 27 2020,2020-08-27,5.845,58,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 28 2020,2020-08-28,5.801,60,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 29 2020,2020-08-29,5.78,60,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 30 2020,2020-08-30,5.711,64,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Aug 31 2020,2020-08-31,5.466,50,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 01 2020,2020-09-01,6.958,53,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 02 2020,2020-09-02,7.319,56,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 03 2020,2020-09-03,7.458,59,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 04 2020,2020-09-04,5.678,70,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 05 2020,2020-09-05,5.828,51,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 06 2020,2020-09-06,5.668,54,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 07 2020,2020-09-07,5.494,64,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 08 2020,2020-09-08,5.521,51,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 09 2020,2020-09-09,5.72,52,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 10 2020,2020-09-10,5.808,45,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 11 2020,2020-09-11,5.695,45,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 12 2020,2020-09-12,5.692,49,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 13 2020,2020-09-13,5.907,53,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 14 2020,2020-09-14,5.861,64,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 15 2020,2020-09-15,5.581,55,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 16 2020,2020-09-16,5.629,58,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 17 2020,2020-09-17,5.769,51,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 18 2020,2020-09-18,5.544,63,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 19 2020,2020-09-19,5.81,72,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 20 2020,2020-09-20,6.087,47,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 21 2020,2020-09-21,5.723,65,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 22 2020,2020-09-22,5.803,56,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 23 2020,2020-09-23,5.909,53,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 24 2020,2020-09-24,5.624,41,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 25 2020,2020-09-25,5.497,61,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 26 2020,2020-09-26,5.797,60,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 27 2020,2020-09-27,5.878,81,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 28 2020,2020-09-28,5.599,63,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 29 2020,2020-09-29,5.696,54,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Sep 30 2020,2020-09-30,5.831,68,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 01 2020,2020-10-01,5.811,61,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 02 2020,2020-10-02,5.967,52,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 03 2020,2020-10-03,5.744,52,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 04 2020,2020-10-04,5.789,52,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 05 2020,2020-10-05,5.696,62,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 06 2020,2020-10-06,5.952,54,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 07 2020,2020-10-07,5.84,62,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 08 2020,2020-10-08,5.972,51,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 09 2020,2020-10-09,6.025,52,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 10 2020,2020-10-10,6.402,57,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 11 2020,2020-10-11,6.057,57,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 12 2020,2020-10-12,5.915,54,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 13 2020,2020-10-13,5.859,54,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 14 2020,2020-10-14,5.975,47,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 15 2020,2020-10-15,5.864,41,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 16 2020,2020-10-16,5.841,48,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 17 2020,2020-10-17,5.977,44,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 18 2020,2020-10-18,5.916,47,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 19 2020,2020-10-19,5.667,58,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 20 2020,2020-10-20,5.801,53,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 21 2020,2020-10-21,5.932,45,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 22 2020,2020-10-22,5.931,48,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 23 2020,2020-10-23,5.829,66,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 24 2020,2020-10-24,5.772,52,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 25 2020,2020-10-25,6.003,52,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 26 2020,2020-10-26,5.795,44,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 27 2020,2020-10-27,5.93,40,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 28 2020,2020-10-28,6.089,56,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 29 2020,2020-10-29,5.888,59,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 30 2020,2020-10-30,5.719,61,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Oct 31 2020,2020-10-31,5.743,54,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 01 2020,2020-11-01,5.561,62,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 02 2020,2020-11-02,5.771,48,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 03 2020,2020-11-03,5.73,51,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 04 2020,2020-11-04,5.842,69,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 05 2020,2020-11-05,5.709,45,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 06 2020,2020-11-06,6.001,54,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 07 2020,2020-11-07,6.011,60,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 08 2020,2020-11-08,5.763,64,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 09 2020,2020-11-09,6.065,63,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 10 2020,2020-11-10,6.071,44,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 11 2020,2020-11-11,6.049,68,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 12 2020,2020-11-12,6.073,47,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 13 2020,2020-11-13,7.304,39,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 14 2020,2020-11-14,6.257,48,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 15 2020,2020-11-15,6.087,55,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 16 2020,2020-11-16,6.262,42,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 17 2020,2020-11-17,6.016,60,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 18 2020,2020-11-18,6.364,65,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 19 2020,2020-11-19,6.095,39,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 20 2020,2020-11-20,6.563,65,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 21 2020,2020-11-21,6.449,43,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 22 2020,2020-11-22,5.933,46,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 23 2020,2020-11-23,6.169,42,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 24 2020,2020-11-24,6.098,47,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 25 2020,2020-11-25,7.345,70,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 26 2020,2020-11-26,5.674,80,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 27 2020,2020-11-27,5.66,73,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 28 2020,2020-11-28,5.659,57,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 29 2020,2020-11-29,5.596,89,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Nov 30 2020,2020-11-30,5.779,74,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 01 2020,2020-12-01,5.987,62,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 02 2020,2020-12-02,5.924,55,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 03 2020,2020-12-03,7.539,87,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 04 2020,2020-12-04,4.962,133,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 05 2020,2020-12-05,5.017,83,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 06 2020,2020-12-06,5.406,58,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 07 2020,2020-12-07,5.199,79,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 08 2020,2020-12-08,5.283,71,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 09 2020,2020-12-09,5.5,61,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 10 2020,2020-12-10,5.288,73,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 11 2020,2020-12-11,5.272,69,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 12 2020,2020-12-12,5.374,66,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 13 2020,2020-12-13,5.535,72,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 14 2020,2020-12-14,5.499,66,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 15 2020,2020-12-15,5.774,65,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 16 2020,2020-12-16,5.648,50,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 17 2020,2020-12-17,5.718,55,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 18 2020,2020-12-18,5.648,76,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 19 2020,2020-12-19,5.784,59,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 20 2020,2020-12-20,5.746,68,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 21 2020,2020-12-21,5.805,62,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 22 2020,2020-12-22,5.692,64,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 23 2020,2020-12-23,5.824,82,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 24 2020,2020-12-24,5.852,90,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 25 2020,2020-12-25,6.239,69,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 26 2020,2020-12-26,6.321,88,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 27 2020,2020-12-27,6.508,63,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 28 2020,2020-12-28,6.596,97,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 29 2020,2020-12-29,6.386,82,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 30 2020,2020-12-30,6.766,62,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Dec 31 2020,2020-12-31,6.766,60,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jan 01 2021,2021-01-01,6.638,62,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jan 02 2021,2021-01-02,6.611,58,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jan 03 2021,2021-01-03,6.733,99,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jan 04 2021,2021-01-04,6.767,74,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jan 05 2021,2021-01-05,6.7,80,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jan 06 2021,2021-01-06,6.492,72,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jan 07 2021,2021-01-07,6.89,64,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jan 08 2021,2021-01-08,6.812,60,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jan 09 2021,2021-01-09,7.354,64,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jan 10 2021,2021-01-10,6.895,80,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jan 11 2021,2021-01-11,7.433,69,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jan 12 2021,2021-01-12,7.122,49,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
Jan 13 2021,2021-01-13,7.065,71,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,1
