date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Nov 16 2022,2022-11-16,4.302,0.1317418060000637,0.131500626364609,2.000063139032405,1.819244104113355,2.3731680316737176,1.2093590411814084,147,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 17 2022,2022-11-17,4.244,0.12785001989084485,0.1272596700655633,1.9997736187638033,1.819244104113355,2.3731680316737176,1.2093590411814084,140,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 18 2022,2022-11-18,4.103,0.12043161840864763,0.12698753934957263,1.9995085994225448,1.819244104113355,2.3731680316737176,1.2093590411814084,159,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 19 2022,2022-11-19,4.221,0.11486135570488953,0.1228231598768465,1.9992230275404856,1.819244104113355,2.3731680316737176,1.2093590411814084,193,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 20 2022,2022-11-20,4.115,0.11114557090103422,0.12165831768980058,1.9989559825875227,1.819244104113355,2.3731680316737176,1.2093590411814084,197,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 21 2022,2022-11-21,4.082,0.11084704694295783,0.12215218856904152,1.998695170197135,1.819244104113355,2.3731680316737176,1.2093590411814084,175,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 22 2022,2022-11-22,4.062,0.11046482770910336,0.12341435490035874,1.9984382564209568,1.819244104113355,2.3731680316737176,1.2093590411814084,176,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 23 2022,2022-11-23,3.776,0.12950587347394732,0.15886720186503217,1.9982438391701418,1.819244104113355,2.3731680316737176,1.2093590411814084,235,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 24 2022,2022-11-24,3.749,0.14706070761430484,0.1860033366771927,1.998056073427369,1.819244104113355,2.3731680316737176,1.2093590411814084,169,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 25 2022,2022-11-25,3.644,0.171034475921976,0.21866316113223858,1.9978953911082398,1.819244104113355,2.3731680316737176,1.2093590411814084,188,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 26 2022,2022-11-26,3.731,0.18426176095871338,0.23165823756227336,1.9977120968266988,1.819244104113355,2.3731680316737176,1.2093590411814084,205,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 27 2022,2022-11-27,3.751,0.19424325311112395,0.23909226348910653,1.997523797832364,1.819244104113355,2.3731680316737176,1.2093590411814084,197,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 28 2022,2022-11-28,3.692,0.20784388759132919,0.24917529398509214,1.9973504216709383,1.819244104113355,2.3731680316737176,1.2093590411814084,167,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 29 2022,2022-11-29,3.783,0.215111628331803,0.24937490842206406,1.9971542738926507,1.819244104113355,2.3731680316737176,1.2093590411814084,197,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 30 2022,2022-11-30,3.929,0.2149386974884758,0.24233441777534506,1.9969247657659428,1.819244104113355,2.3731680316737176,1.2093590411814084,138,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 01 2022,2022-12-01,4.137,0.21493840069153686,0.23630264557386954,1.9966544121001835,1.819244104113355,2.3731680316737176,1.2093590411814084,146,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 02 2022,2022-12-02,4.111,0.21498810712869257,0.22957084830917368,1.9963888362908582,1.819244104113355,2.3731680316737176,1.2093590411814084,156,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 03 2022,2022-12-03,4.334,0.21924284808554942,0.23466330911809669,1.9960871474926116,1.819244104113355,2.3731680316737176,1.2093590411814084,178,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 04 2022,2022-12-04,4.376,0.2249868169826262,0.24116287282583088,1.995779773710408,1.819244104113355,2.3731680316737176,1.2093590411814084,172,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 05 2022,2022-12-05,4.232,0.2252253558536916,0.23670585995168592,1.995493782720605,1.819244104113355,2.3731680316737176,1.2093590411814084,156,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 06 2022,2022-12-06,4.185,0.22365496826019304,0.230407302849616,1.995215640302539,1.819244104113355,2.3731680316737176,1.2093590411814084,139,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 07 2022,2022-12-07,4.209,0.22274207804816554,0.22489590568299286,1.9949336040801657,1.819244104113355,2.3731680316737176,1.2093590411814084,159,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 08 2022,2022-12-08,4.153,0.21996881962923087,0.21799075827756484,1.994661158991833,1.819244104113355,2.3731680316737176,1.2093590411814084,186,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 09 2022,2022-12-09,4.046,0.21909259313746265,0.2112634689199442,1.9944084838409306,1.819244104113355,2.3731680316737176,1.2093590411814084,187,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 10 2022,2022-12-10,4.225,0.2199033329941832,0.2068631132263165,1.9941241481509622,1.819244104113355,2.3731680316737176,1.2093590411814084,177,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 11 2022,2022-12-11,4.264,0.2216781580287244,0.20401999646891456,1.9938337751915354,1.819244104113355,2.3731680316737176,1.2093590411814084,199,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 12 2022,2022-12-12,4.151,0.21751042781158375,0.19753858908451333,1.9935620741804652,1.819244104113355,2.3731680316737176,1.2093590411814084,162,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 13 2022,2022-12-13,4.095,0.21472335850935445,0.1911387773468245,1.9933005072600656,1.819244104113355,2.3731680316737176,1.2093590411814084,142,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 14 2022,2022-12-14,4.131,0.21217777191881643,0.1849106555808724,1.9930325120088614,1.819244104113355,2.3731680316737176,1.2093590411814084,176,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 15 2022,2022-12-15,4.028,0.20771141839873616,0.1802089828331169,1.9927838520016243,1.819244104113355,2.3731680316737176,1.2093590411814084,196,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 16 2022,2022-12-16,4.047,0.20271021159512148,0.17502665391979794,1.9925315716073606,1.819244104113355,2.3731680316737176,1.2093590411814084,174,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 17 2022,2022-12-17,4.054,0.19949684985816116,0.16979778365582676,1.9922780230271901,1.819244104113355,2.3731680316737176,1.2093590411814084,186,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 18 2022,2022-12-18,4.088,0.19937093310058676,0.16427358423851365,1.9920181580834828,1.819244104113355,2.3731680316737176,1.2093590411814084,191,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 19 2022,2022-12-19,4.19,0.19851488840744824,0.1603898497820408,1.991740452115937,1.819244104113355,2.3731680316737176,1.2093590411814084,137,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 20 2022,2022-12-20,4.117,0.19853930963702318,0.15514615141355104,1.9914754819423148,1.819244104113355,2.3731680316737176,1.2093590411814084,156,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 21 2022,2022-12-21,4.165,0.19963738679610585,0.15071950113243981,1.9912021930261359,1.819244104113355,2.3731680316737176,1.2093590411814084,185,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 22 2022,2022-12-22,4.2,0.20153999346382517,0.1474184457335149,1.9909231355324652,1.819244104113355,2.3731680316737176,1.2093590411814084,199,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 23 2022,2022-12-23,4.035,0.1946916099588969,0.14407894715448225,1.9906737481501369,1.819244104113355,2.3731680316737176,1.2093590411814084,244,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 24 2022,2022-12-24,4.087,0.18553445632183843,0.1394994643818598,1.9904145955573274,1.819244104113355,2.3731680316737176,1.2093590411814084,227,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 25 2022,2022-12-25,4.145,0.16723350390238145,0.1351937918749433,1.990145130679085,1.819244104113355,2.3731680316737176,1.2093590411814084,221,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 26 2022,2022-12-26,4.268,0.15586877770082969,0.13637039257244715,1.9898557172909646,1.819244104113355,2.3731680316737176,1.2093590411814084,228,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 27 2022,2022-12-27,4.111,0.14057581093691549,0.13193244306418556,1.9895924687721718,1.819244104113355,2.3731680316737176,1.2093590411814084,211,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 28 2022,2022-12-28,4.164,0.11518929947059106,0.12803062249682295,1.9893200283720964,1.819244104113355,2.3731680316737176,1.2093590411814084,195,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 29 2022,2022-12-29,4.085,0.09471248688687078,0.12423395819092119,1.9890616944916173,1.819244104113355,2.3731680316737176,1.2093590411814084,215,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 30 2022,2022-12-30,5.44,0.2500482275318827,0.3504716127103765,1.9887176836799816,1.819244104113355,2.3731680316737176,1.2093590411814084,238,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 31 2022,2022-12-31,4.161,0.24989207095528052,0.3391758409995344,1.988446135275117,1.819244104113355,2.3731680316737176,1.2093590411814084,176,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 01 2023,2023-01-01,4.047,0.2509188195868749,0.33040171996810924,1.9881952910000409,1.819244104113355,2.3731680316737176,1.2093590411814084,250,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 02 2023,2023-01-02,4.154,0.2496151083142459,0.31972416688544397,1.9879251245662768,1.819244104113355,2.3731680316737176,1.2093590411814084,270,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 03 2023,2023-01-03,4.089,0.24767076774477118,0.3103005698365138,1.9876665871967132,1.819244104113355,2.3731680316737176,1.2093590411814084,226,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 04 2023,2023-01-04,4.135,0.2475863462520839,0.30038427794345574,1.9873998982068386,1.819244104113355,2.3731680316737176,1.2093590411814084,235,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 05 2023,2023-01-05,4.1,0.24796153761785938,0.291251104906904,1.987139529422841,1.819244104113355,2.3731680316737176,1.2093590411814084,225,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 06 2023,2023-01-06,4.325,0.24944550000179688,0.284131646782198,1.9868430450326104,1.819244104113355,2.3731680316737176,1.2093590411814084,220,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 07 2023,2023-01-07,4.279,0.2500931872297458,0.2757917926458771,1.986553350562886,1.819244104113355,2.3731680316737176,1.2093590411814084,206,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 08 2023,2023-01-08,4.396,0.25174299063373246,0.27156894000574067,1.9862475765103285,1.819244104113355,2.3731680316737176,1.2093590411814084,219,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 09 2023,2023-01-09,4.424,0.25522567205914676,0.26828924919800223,1.985938426539603,1.819244104113355,2.3731680316737176,1.2093590411814084,191,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 10 2023,2023-01-10,4.625,0.26664265121723896,0.2785825086876443,1.9856083137196987,1.819244104113355,2.3731680316737176,1.2093590411814084,162,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 11 2023,2023-01-11,4.488,0.2710808103629041,0.2761732577137852,1.9852919608268256,1.819244104113355,2.3731680316737176,1.2093590411814084,198,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 12 2023,2023-01-12,4.46,0.2733456319070071,0.27169639219719016,1.9849789451613176,1.819244104113355,2.3731680316737176,1.2093590411814084,174,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 13 2023,2023-01-13,4.517,0.2773562048480231,0.2697089585956534,1.9846597344813164,1.819244104113355,2.3731680316737176,1.2093590411814084,188,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 14 2023,2023-01-14,4.544,0.27926990199590446,0.26849191655731547,1.9843378759734724,1.819244104113355,2.3731680316737176,1.2093590411814084,223,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 15 2023,2023-01-15,4.608,0.28295040181088293,0.2704217830013019,1.9840100576579924,1.819244104113355,2.3731680316737176,1.2093590411814084,195,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 16 2023,2023-01-16,4.788,0.2939536772481319,0.28593919022463987,1.9836691196855074,1.819244104113355,2.3731680316737176,1.2093590411814084,186,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 17 2023,2023-01-17,4.733,0.3008279761994398,0.29221261320991915,1.9833318019190112,1.819244104113355,2.3731680316737176,1.2093590411814084,178,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 18 2023,2023-01-18,4.698,0.3069497244390624,0.2936022976710066,1.98299712683625,1.819244104113355,2.3731680316737176,1.2093590411814084,181,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 19 2023,2023-01-19,4.625,0.30787664345657983,0.28947076745091815,1.982668472644596,1.819244104113355,2.3731680316737176,1.2093590411814084,163,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 20 2023,2023-01-20,4.688,0.31105753801170966,0.2881797587406785,1.9823348774249754,1.819244104113355,2.3731680316737176,1.2093590411814084,192,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 21 2023,2023-01-21,4.729,0.31542799968992774,0.2884119410547321,1.9819985094285393,1.819244104113355,2.3731680316737176,1.2093590411814084,217,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 22 2023,2023-01-22,4.72,0.3130086866700634,0.2869044814727817,1.9816629318300691,1.819244104113355,2.3731680316737176,1.2093590411814084,193,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 23 2023,2023-01-23,4.664,0.3094789094626359,0.281745945636212,1.9813317007018263,1.819244104113355,2.3731680316737176,1.2093590411814084,203,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 24 2023,2023-01-24,4.808,0.3113288186680073,0.2844586262549094,1.9809910273438083,1.819244104113355,2.3731680316737176,1.2093590411814084,172,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 25 2023,2023-01-25,7.143,0.5778365079197936,0.7148415286223263,1.9810089424199773,1.819244104113355,2.3731680316737176,1.2093590411814084,182,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 26 2023,2023-01-26,4.612,0.5716711427054746,0.6915650303007921,1.9806825958648955,1.819244104113355,2.3731680316737176,1.2093590411814084,188,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 27 2023,2023-01-27,4.543,0.5664398558935555,0.6696245634024953,1.980362956925418,1.819244104113355,2.3731680316737176,1.2093590411814084,201,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 28 2023,2023-01-28,4.693,0.5586606355803235,0.6477135457203045,1.9800303240421997,1.819244104113355,2.3731680316737176,1.2093590411814084,261,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 29 2023,2023-01-29,4.749,0.5369937444785364,0.6268404982560256,1.9796939761109595,1.819244104113355,2.3731680316737176,1.2093590411814084,197,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 30 2023,2023-01-30,4.629,0.531021181688813,0.6063628933569043,1.9793667952760101,1.819244104113355,2.3731680316737176,1.2093590411814084,228,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jan 31 2023,2023-01-31,4.588,0.5206637496789743,0.586799735296948,1.9790434331538023,1.819244104113355,2.3731680316737176,1.2093590411814084,201,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 01 2023,2023-02-01,4.734,0.5135420205751778,0.567849096048968,1.978708571203676,1.819244104113355,2.3731680316737176,1.2093590411814084,196,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 02 2023,2023-02-02,4.82,0.5038554858038142,0.5505792943373855,1.9783687849115008,1.819244104113355,2.3731680316737176,1.2093590411814084,183,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 03 2023,2023-02-03,4.796,0.494371171461584,0.5333722041918468,1.978030462441678,1.819244104113355,2.3731680316737176,1.2093590411814084,192,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 04 2023,2023-02-04,4.855,0.4826851964277131,0.5176600135242336,1.9776893294416353,1.819244104113355,2.3731680316737176,1.2093590411814084,210,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 05 2023,2023-02-05,4.822,0.47753966676415355,0.5016969062878345,1.977349964898004,1.819244104113355,2.3731680316737176,1.2093590411814084,208,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 06 2023,2023-02-06,4.781,0.47007566033210785,0.4856381889916885,1.9770130207019614,1.819244104113355,2.3731680316737176,1.2093590411814084,183,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 07 2023,2023-02-07,4.696,0.465616486653516,0.46972036452856303,1.9766818507739108,1.819244104113355,2.3731680316737176,1.2093590411814084,176,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 08 2023,2023-02-08,4.8,0.46150685727324864,0.4549101440609197,1.97634417117892,1.819244104113355,2.3731680316737176,1.2093590411814084,187,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 09 2023,2023-02-09,4.821,0.4608405314229476,0.4408186022389364,1.9760055496184896,1.819244104113355,2.3731680316737176,1.2093590411814084,185,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 10 2023,2023-02-10,4.861,0.45794413778671667,0.42781647422457786,1.975665195637217,1.819244104113355,2.3731680316737176,1.2093590411814084,298,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 11 2023,2023-02-11,5.144,0.4582753639410355,0.42658015871101257,1.9753196299680837,1.819244104113355,2.3731680316737176,1.2093590411814084,335,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 12 2023,2023-02-12,5.102,0.4579575897644617,0.42156144576693527,1.9749741490624597,1.819244104113355,2.3731680316737176,1.2093590411814084,329,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 13 2023,2023-02-13,5.123,0.4578434970773077,0.41674266117281156,1.974628858588788,1.819244104113355,2.3731680316737176,1.2093590411814084,283,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 14 2023,2023-02-14,5.12,0.45821739181397997,0.4109110632107011,1.9742837430629006,1.819244104113355,2.3731680316737176,1.2093590411814084,232,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 15 2023,2023-02-15,5.138,0.4606953327906193,0.4052512524854404,1.9739388688567892,1.819244104113355,2.3731680316737176,1.2093590411814084,260,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 16 2023,2023-02-16,5.118,0.46197830471016244,0.39800527653739237,1.9735941117584692,1.819244104113355,2.3731680316737176,1.2093590411814084,222,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 17 2023,2023-02-17,5.121,0.4624553423608038,0.3904670941222444,1.9732495402574137,1.819244104113355,2.3731680316737176,1.2093590411814084,237,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 18 2023,2023-02-18,5.089,0.4606469476125019,0.38138700727974917,1.9729051777122324,1.819244104113355,2.3731680316737176,1.2093590411814084,283,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 19 2023,2023-02-19,5.248,0.4623944937128681,0.37957589512623535,1.972562639113731,1.819244104113355,2.3731680316737176,1.2093590411814084,255,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 20 2023,2023-02-20,5.138,0.4621234646191556,0.3714067977934981,1.9722186663767052,1.819244104113355,2.3731680316737176,1.2093590411814084,198,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 21 2023,2023-02-21,4.925,0.46012880380589294,0.3592267509552624,1.9718778326076978,1.819244104113355,2.3731680316737176,1.2093590411814084,228,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 22 2023,2023-02-22,5.094,0.45740742295529124,0.3499316345163704,1.9715341728986653,1.819244104113355,2.3731680316737176,1.2093590411814084,229,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 23 2023,2023-02-23,4.975,0.45637831654886946,0.338580805075936,1.9711922808711473,1.819244104113355,2.3731680316737176,1.2093590411814084,205,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 24 2023,2023-02-24,4.869,0.2019765662972334,0.32796363969449954,1.9708540868758535,1.819244104113355,2.3731680316737176,1.2093590411814084,257,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 25 2023,2023-02-25,4.818,0.1952321341551744,0.31857239267644066,1.970518466648032,1.819244104113355,2.3731680316737176,1.2093590411814084,230,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 26 2023,2023-02-26,4.866,0.18298853993355438,0.30851721012198996,1.970180747612082,1.819244104113355,2.3731680316737176,1.2093590411814084,266,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 27 2023,2023-02-27,4.772,0.18018947881535613,0.3008146087835181,1.969848027269404,1.819244104113355,2.3731680316737176,1.2093590411814084,207,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Feb 28 2023,2023-02-28,4.852,0.17777612487226815,0.29136708258420685,1.9695112722393262,1.819244104113355,2.3731680316737176,1.2093590411814084,240,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 01 2023,2023-03-01,4.927,0.16883468415761135,0.28184195149327684,1.9691717773396797,1.819244104113355,2.3731680316737176,1.2093590411814084,234,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 02 2023,2023-03-02,4.949,0.15569452850625295,0.2727598964738828,1.9688317923064529,1.819244104113355,2.3731680316737176,1.2093590411814084,214,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 03 2023,2023-03-03,4.963,0.15047870357553256,0.2640996491252262,1.9684916044040695,1.819244104113355,2.3731680316737176,1.2093590411814084,251,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 04 2023,2023-03-04,4.907,0.14864568688587312,0.25545065912160037,1.9681533150672033,1.819244104113355,2.3731680316737176,1.2093590411814084,283,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 05 2023,2023-03-05,4.929,0.1456520850689941,0.24709294447886646,1.9678144578584886,1.819244104113355,2.3731680316737176,1.2093590411814084,295,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 06 2023,2023-03-06,4.924,0.14446427391112884,0.23899531171408592,1.9674759366972596,1.819244104113355,2.3731680316737176,1.2093590411814084,247,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 07 2023,2023-03-07,4.982,0.14200937317252554,0.2317155477000439,1.9671359933985006,1.819244104113355,2.3731680316737176,1.2093590411814084,254,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 08 2023,2023-03-08,5.045,0.1381227340268813,0.2262200257989605,1.9667951645719244,1.819244104113355,2.3731680316737176,1.2093590411814084,233,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 09 2023,2023-03-09,5.094,0.12899444877970626,0.2226161738948617,1.9664541711080412,1.819244104113355,2.3731680316737176,1.2093590411814084,220,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 10 2023,2023-03-10,5.031,0.12403199902241993,0.21650317666863528,1.966113871899458,1.819244104113355,2.3731680316737176,1.2093590411814084,255,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 11 2023,2023-03-11,5.169,0.12316142570422647,0.21667623882293227,1.9657735296332255,1.819244104113355,2.3731680316737176,1.2093590411814084,283,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 12 2023,2023-03-12,5.111,0.12119045996321447,0.2129138434373722,1.9654330478424213,1.819244104113355,2.3731680316737176,1.2093590411814084,298,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 13 2023,2023-03-13,5.059,0.11912147764643521,0.2071207966469602,1.9650929632425578,1.819244104113355,2.3731680316737176,1.2093590411814084,226,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 14 2023,2023-03-14,4.981,0.11812783354214101,0.20033197677869802,1.9647542782212055,1.819244104113355,2.3731680316737176,1.2093590411814084,222,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 15 2023,2023-03-15,5.007,0.11622643871925066,0.19391340462700632,1.9644152417939196,1.819244104113355,2.3731680316737176,1.2093590411814084,256,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 16 2023,2023-03-16,4.883,0.11636113029515716,0.1890597715476262,1.9640799601122545,1.819244104113355,2.3731680316737176,1.2093590411814084,264,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 17 2023,2023-03-17,4.835,0.1170698239430178,0.18604339420456303,1.9637469612541507,1.819244104113355,2.3731680316737176,1.2093590411814084,309,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 18 2023,2023-03-18,4.824,0.11823024974138871,0.1832779783679818,1.9634146722934525,1.819244104113355,2.3731680316737176,1.2093590411814084,296,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 19 2023,2023-03-19,4.799,0.11955638788850015,0.18146606943741309,1.9630838591769366,1.819244104113355,2.3731680316737176,1.2093590411814084,308,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 20 2023,2023-03-20,4.901,0.11795694227035994,0.17584793153233094,1.962748572933643,1.819244104113355,2.3731680316737176,1.2093590411814084,276,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
