date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Mar 21 2023,2023-03-21,4.895,0.10544500118900814,0.17047740831859462,1.9624136805676258,1.819244104113355,2.3731680316737176,1.2093590411814084,217,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 22 2023,2023-03-22,4.838,0.10122027873639736,0.1667880583052323,1.9620813847901177,1.819244104113355,2.3731680316737176,1.2093590411814084,317,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 23 2023,2023-03-23,5.116,0.10608229834838764,0.16774021513570497,1.9617428373805295,1.819244104113355,2.3731680316737176,1.2093590411814084,359,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 24 2023,2023-03-24,5.225,0.11468238999340959,0.17679133284309542,1.961405656245354,1.819244104113355,2.3731680316737176,1.2093590411814084,369,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 25 2023,2023-03-25,5.521,0.15483181828652334,0.22078589813020333,1.9610824167414895,1.819244104113355,2.3731680316737176,1.2093590411814084,374,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 26 2023,2023-03-26,5.613,0.19301665701422155,0.26307583312583566,1.9607667492972995,1.819244104113355,2.3731680316737176,1.2093590411814084,401,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 27 2023,2023-03-27,5.462,0.20794097305665954,0.2756458693689555,1.9604398561747216,1.819244104113355,2.3731680316737176,1.2093590411814084,365,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 28 2023,2023-03-28,5.515,0.22486815805185856,0.2893341505177898,1.9601166614452057,1.819244104113355,2.3731680316737176,1.2093590411814084,322,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 29 2023,2023-03-29,5.635,0.24409333997587565,0.3107671920202946,1.9598034491066338,1.819244104113355,2.3731680316737176,1.2093590411814084,303,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 30 2023,2023-03-30,5.78,0.27306792553119835,0.34176225984939373,1.9595056222682792,1.819244104113355,2.3731680316737176,1.2093590411814084,259,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Mar 31 2023,2023-03-31,5.828,0.30173160982519803,0.3690691035954894,1.9592137821763878,1.819244104113355,2.3731680316737176,1.2093590411814084,297,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 01 2023,2023-04-01,5.977,0.3370793913781202,0.40475432388073324,1.9589428068577763,1.819244104113355,2.3731680316737176,1.2093590411814084,318,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 02 2023,2023-04-02,6.101,0.37576769082926054,0.4439969512012091,1.9586921544288936,1.819244104113355,2.3731680316737176,1.2093590411814084,346,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 03 2023,2023-04-03,5.947,0.3953107623762165,0.4573980041324906,1.9584168918353608,1.819244104113355,2.3731680316737176,1.2093590411814084,304,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 04 2023,2023-04-04,6.453,0.44900860012743316,0.520243562741466,1.9582384454413524,1.819244104113355,2.3731680316737176,1.2093590411814084,285,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 05 2023,2023-04-05,5.974,0.4606679171430863,0.5213411755542608,1.9579673771066963,1.819244104113355,2.3731680316737176,1.2093590411814084,302,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 06 2023,2023-04-06,5.98,0.4713268980521679,0.5205072434309875,1.9576973234344281,1.819244104113355,2.3731680316737176,1.2093590411814084,354,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 07 2023,2023-04-07,5.998,0.48182976914743914,0.5187874964002657,1.9574301413636337,1.819244104113355,2.3731680316737176,1.2093590411814084,309,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 08 2023,2023-04-08,6.089,0.4951641792049476,0.5209176502393956,1.9571779183539704,1.819244104113355,2.3731680316737176,1.2093590411814084,324,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 09 2023,2023-04-09,6.051,0.5026208335303505,0.5182534919123122,1.9569194006423425,1.819244104113355,2.3731680316737176,1.2093590411814084,371,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 10 2023,2023-04-10,6.431,0.5301554196322165,0.5428985999614898,1.956736100871399,1.819244104113355,2.3731680316737176,1.2093590411814084,305,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 11 2023,2023-04-11,6.329,0.5461852881261192,0.5517978065984063,1.9565301694319535,1.819244104113355,2.3731680316737176,1.2093590411814084,296,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 12 2023,2023-04-12,6.262,0.5541438254733512,0.5522426380372221,1.956310399833236,1.819244104113355,2.3731680316737176,1.2093590411814084,299,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 13 2023,2023-04-13,6.263,0.5561849688189402,0.55043936778702,1.9560908781563977,1.819244104113355,2.3731680316737176,1.2093590411814084,295,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 14 2023,2023-04-14,6.468,0.5647616942253288,0.5606106245621018,1.9559163015497787,1.819244104113355,2.3731680316737176,1.2093590411814084,268,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 15 2023,2023-04-15,6.612,0.5702509389148166,0.578033227633289,1.9557776343334872,1.819244104113355,2.3731680316737176,1.2093590411814084,262,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 16 2023,2023-04-16,6.911,0.5844275084589836,0.6174542335440292,1.9557250281403589,1.819244104113355,2.3731680316737176,1.2093590411814084,271,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 17 2023,2023-04-17,6.694,0.5771627751037094,0.6269874271313898,1.9556082564990864,1.819244104113355,2.3731680316737176,1.2093590411814084,340,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 18 2023,2023-04-18,6.857,0.5695009551624411,0.6448781958916658,1.9555386898392535,1.819244104113355,2.3731680316737176,1.2093590411814084,250,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 19 2023,2023-04-19,6.834,0.5589971613851723,0.6548439314733661,1.955462038870431,1.819244104113355,2.3731680316737176,1.2093590411814084,261,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 20 2023,2023-04-20,6.663,0.5322819892611934,0.6495002576349427,1.9553365318117069,1.819244104113355,2.3731680316737176,1.2093590411814084,326,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 21 2023,2023-04-21,6.451,0.48527918259221764,0.6334777711815148,1.9551576731620977,1.819244104113355,2.3731680316737176,1.2093590411814084,374,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 22 2023,2023-04-22,6.693,0.45959767638428184,0.627790743915583,1.955040241154814,1.819244104113355,2.3731680316737176,1.2093590411814084,329,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 23 2023,2023-04-23,6.544,0.42979551941085603,0.6139464127821829,1.9548837291944714,1.819244104113355,2.3731680316737176,1.2093590411814084,302,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 24 2023,2023-04-24,6.463,0.41271054675425917,0.5973214167577979,1.9547076243216832,1.819244104113355,2.3731680316737176,1.2093590411814084,283,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 25 2023,2023-04-25,5.753,0.406242744939516,0.5894441113608989,1.9544091045421226,1.819244104113355,2.3731680316737176,1.2093590411814084,402,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 26 2023,2023-04-26,5.658,0.3948155163540609,0.5854469598930732,1.9541010176532396,1.819244104113355,2.3731680316737176,1.2093590411814084,297,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 27 2023,2023-04-27,5.734,0.3827805424496675,0.5759976903863891,1.9538007063972989,1.819244104113355,2.3731680316737176,1.2093590411814084,270,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 28 2023,2023-04-28,5.803,0.37464930574972566,0.5630352607449758,1.953508328412855,1.819244104113355,2.3731680316737176,1.2093590411814084,296,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 29 2023,2023-04-29,5.861,0.3713980050576745,0.5480583936994676,1.9532232709378259,1.819244104113355,2.3731680316737176,1.2093590411814084,322,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Apr 30 2023,2023-04-30,5.926,0.367917750678421,0.5317073566925685,1.952947086769954,1.819244104113355,2.3731680316737176,1.2093590411814084,306,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 01 2023,2023-05-01,5.847,0.3720995417430908,0.5175945331924503,1.9526604769729605,1.819244104113355,2.3731680316737176,1.2093590411814084,272,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 02 2023,2023-05-02,5.803,0.38024093390374575,0.5049239571313922,1.9523685953383771,1.819244104113355,2.3731680316737176,1.2093590411814084,277,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 03 2023,2023-05-03,5.76,0.38677232751740925,0.4936858010462719,1.9520718987609877,1.819244104113355,2.3731680316737176,1.2093590411814084,271,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 04 2023,2023-05-04,5.821,0.3918829595974914,0.4803597113726863,1.9517824382389124,1.819244104113355,2.3731680316737176,1.2093590411814084,243,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 05 2023,2023-05-05,5.379,0.41877909025724064,0.49120441035245493,1.951456325981349,1.819244104113355,2.3731680316737176,1.2093590411814084,386,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 06 2023,2023-05-06,5.564,0.4328936266034918,0.4861177998538628,1.951141624719814,1.819244104113355,2.3731680316737176,1.2093590411814084,281,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 07 2023,2023-05-07,5.419,0.45387380012144546,0.48849485906614426,1.9508177597693463,1.819244104113355,2.3731680316737176,1.2093590411814084,278,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 08 2023,2023-05-08,5.43,0.47320283614728165,0.48777811837628177,1.9504946339807858,1.819244104113355,2.3731680316737176,1.2093590411814084,227,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 09 2023,2023-05-09,5.334,0.49557701304839485,0.4913795292458315,1.9501673364442809,1.819244104113355,2.3731680316737176,1.2093590411814084,204,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 10 2023,2023-05-10,5.445,0.5067349496485336,0.48583459665169165,1.9498453552352162,1.819244104113355,2.3731680316737176,1.2093590411814084,213,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 11 2023,2023-05-11,5.536,0.5142510858619982,0.4753175507450433,1.949529353447599,1.819244104113355,2.3731680316737176,1.2093590411814084,214,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 12 2023,2023-05-12,5.508,0.5223790890182889,0.46563582593304526,1.9492115615456933,1.819244104113355,2.3731680316737176,1.2093590411814084,218,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 13 2023,2023-05-13,5.494,0.5295958825845172,0.45618856934665997,1.9488930046629558,1.819244104113355,2.3731680316737176,1.2093590411814084,232,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 14 2023,2023-05-14,5.595,0.5274761595091039,0.44329222357634274,1.9485820014491504,1.819244104113355,2.3731680316737176,1.2093590411814084,239,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 15 2023,2023-05-15,5.625,0.5173641473077149,0.4299827296054687,1.9482736841168915,1.819244104113355,2.3731680316737176,1.2093590411814084,211,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 16 2023,2023-05-16,5.325,0.49603660066098015,0.4290165038894329,1.9479471880679236,1.819244104113355,2.3731680316737176,1.2093590411814084,211,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 17 2023,2023-05-17,5.214,0.4872443615025115,0.433738274125304,1.9476180434152885,1.819244104113355,2.3731680316737176,1.2093590411814084,218,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 18 2023,2023-05-18,5.406,0.45418125907158685,0.4253404662338215,1.9472952802095884,1.819244104113355,2.3731680316737176,1.2093590411814084,209,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 19 2023,2023-05-19,5.228,0.4210905327616697,0.42587287381037997,1.946966703266604,1.819244104113355,2.3731680316737176,1.2093590411814084,232,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 20 2023,2023-05-20,5.187,0.395296897004652,0.4271921766489403,1.9466376969694243,1.819244104113355,2.3731680316737176,1.2093590411814084,203,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 21 2023,2023-05-21,5.161,0.3799226539552527,0.4282092387129488,1.9463086311430446,1.819244104113355,2.3731680316737176,1.2093590411814084,236,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 22 2023,2023-05-22,5.149,0.33585864569034707,0.4280630766139784,1.9459796673499339,1.819244104113355,2.3731680316737176,1.2093590411814084,223,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 23 2023,2023-05-23,5.218,0.29154366010431904,0.4224532239154251,1.945651584136233,1.819244104113355,2.3731680316737176,1.2093590411814084,202,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 24 2023,2023-05-24,5.12,0.2469967680925638,0.4213899166998505,1.9453229003664214,1.819244104113355,2.3731680316737176,1.2093590411814084,183,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 25 2023,2023-05-25,5.174,0.2499657079927355,0.41591497285964457,1.9449945991697728,1.819244104113355,2.3731680316737176,1.2093590411814084,161,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 26 2023,2023-05-26,5.098,0.25783484868282996,0.41369635098518404,1.9446663054201376,1.819244104113355,2.3731680316737176,1.2093590411814084,199,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 27 2023,2023-05-27,5.113,0.26099500369531653,0.40938507602170554,1.9443381298086346,1.819244104113355,2.3731680316737176,1.2093590411814084,231,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 28 2023,2023-05-28,5.255,0.2546403932704954,0.39856416904965564,1.9440115995509015,1.819244104113355,2.3731680316737176,1.2093590411814084,209,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 29 2023,2023-05-29,5.062,0.25009332510937315,0.3960389794171091,1.9436840787068057,1.819244104113355,2.3731680316737176,1.2093590411814084,223,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 30 2023,2023-05-30,5.105,0.23580106801720677,0.3901679620967025,1.943356421479398,1.819244104113355,2.3731680316737176,1.2093590411814084,187,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
May 31 2023,2023-05-31,5.021,0.22736382560842097,0.3880458121304048,1.9430298180008938,1.819244104113355,2.3731680316737176,1.2093590411814084,193,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 01 2023,2023-06-01,5.038,0.2176885996938643,0.38381523537493706,1.9427031007957505,1.819244104113355,2.3731680316737176,1.2093590411814084,208,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 02 2023,2023-06-02,5.006,0.20923143430981375,0.38042002223570837,1.9423771136298775,1.819244104113355,2.3731680316737176,1.2093590411814084,200,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 03 2023,2023-06-03,5.186,0.18559690903560752,0.3694014239292533,1.9420504211177214,1.819244104113355,2.3731680316737176,1.2093590411814084,209,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 04 2023,2023-06-04,5.198,0.18520359719424043,0.3583564335349669,1.9417240350237128,1.819244104113355,2.3731680316737176,1.2093590411814084,236,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 05 2023,2023-06-05,5.125,0.17871303974418276,0.3494012818243537,1.9413973380536835,1.819244104113355,2.3731680316737176,1.2093590411814084,185,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 06 2023,2023-06-06,5.157,0.17702672374371434,0.33957735602943767,1.9410709006408335,1.819244104113355,2.3731680316737176,1.2093590411814084,195,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 07 2023,2023-06-07,5.091,0.17598584060045014,0.3318758177946689,1.9407446269863726,1.819244104113355,2.3731680316737176,1.2093590411814084,184,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 08 2023,2023-06-08,5.177,0.17540089057267091,0.3218192957176117,1.940418668008518,1.819244104113355,2.3731680316737176,1.2093590411814084,186,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 09 2023,2023-06-09,5.241,0.17082948748092744,0.31131507004298625,1.9400938158515573,1.819244104113355,2.3731680316737176,1.2093590411814084,210,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 10 2023,2023-06-10,5.139,0.16117964561572998,0.30266744072166357,1.9397679609018383,1.819244104113355,2.3731680316737176,1.2093590411814084,237,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 11 2023,2023-06-11,5.015,0.15517724756165813,0.29876950655917284,1.939443278306021,1.819244104113355,2.3731680316737176,1.2093590411814084,209,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 12 2023,2023-06-12,5.041,0.14715680900547568,0.29315733672858363,1.9391183270217682,1.819244104113355,2.3731680316737176,1.2093590411814084,190,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 13 2023,2023-06-13,4.967,0.13010966196952192,0.2908245716830937,1.9387950743449516,1.819244104113355,2.3731680316737176,1.2093590411814084,184,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 14 2023,2023-06-14,5.056,0.09761277592037089,0.2838768284411836,1.93847025331862,1.819244104113355,2.3731680316737176,1.2093590411814084,219,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 15 2023,2023-06-15,4.897,0.10122017085738212,0.28476369771249077,1.9381496474823774,1.819244104113355,2.3731680316737176,1.2093590411814084,208,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 16 2023,2023-06-16,4.967,0.10400495125208828,0.28050752177262783,1.937826879264651,1.819244104113355,2.3731680316737176,1.2093590411814084,205,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 17 2023,2023-06-17,5.047,0.0896127620728679,0.2729330252550385,1.9375026578660843,1.819244104113355,2.3731680316737176,1.2093590411814084,177,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 18 2023,2023-06-18,5.0,0.08874585306747107,0.26693027475959713,1.9371794131609894,1.819244104113355,2.3731680316737176,1.2093590411814084,193,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 19 2023,2023-06-19,5.078,0.0872961401887021,0.25876994815167464,1.936855189034655,1.819244104113355,2.3731680316737176,1.2093590411814084,170,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 20 2023,2023-06-20,5.13,0.08669055152684996,0.2503064316898707,1.9365309512796098,1.819244104113355,2.3731680316737176,1.2093590411814084,175,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 21 2023,2023-06-21,5.036,0.08674971264257655,0.24356160955077158,1.9362075361999422,1.819244104113355,2.3731680316737176,1.2093590411814084,173,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 22 2023,2023-06-22,5.045,0.08377971251906047,0.23666469154628028,1.9358841538968152,1.819244104113355,2.3731680316737176,1.2093590411814084,199,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 23 2023,2023-06-23,4.801,0.09831958212775439,0.2432152009523059,1.9355693870692978,1.819244104113355,2.3731680316737176,1.2093590411814084,234,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 24 2023,2023-06-24,4.822,0.10680126565129545,0.24590865581576068,1.9352536421443152,1.819244104113355,2.3731680316737176,1.2093590411814084,212,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Jun 25 2023,2023-06-25,4.72,0.12360320272561202,0.25520318358257255,1.9349442576352671,1.819244104113355,2.3731680316737176,1.2093590411814084,209,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
