date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Mar 17 2017,2017-03-17,0.999,0.035705774026754324,0.04789056787606873,1.1180185916649092,0.5907958890211694,0.9055306157407266,0.3779588761317471,2071,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Mar 18 2017,2017-03-18,1.047,0.038907804376222446,0.050223172256618376,1.1172287442969222,0.5907958890211694,0.9055306157407266,0.3779588761317471,2658,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Mar 19 2017,2017-03-19,1.069,0.043100590709865404,0.0540303515845434,1.1164379990664093,0.5907958890211694,0.9055306157407266,0.3779588761317471,2247,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Mar 20 2017,2017-03-20,1.073,0.04640075306561956,0.057148383651490116,1.115648530293278,0.5907958890211694,0.9055306157407266,0.3779588761317471,1890,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Mar 21 2017,2017-03-21,1.124,0.05157902095133277,0.06509451667867962,1.1148574247706073,0.5907958890211694,0.9055306157407266,0.3779588761317471,1541,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Mar 22 2017,2017-03-22,1.113,0.0541944667829131,0.06949195645787037,1.1140684331929993,0.5907958890211694,0.9055306157407266,0.3779588761317471,1667,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Mar 23 2017,2017-03-23,1.125,0.057312051650303605,0.07381565851223654,1.113280650293256,0.5907958890211694,0.9055306157407266,0.3779588761317471,1620,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Mar 24 2017,2017-03-24,1.105,0.05993625924607802,0.07517830435586775,1.1124954096785404,0.5907958890211694,0.9055306157407266,0.3779588761317471,1836,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Mar 25 2017,2017-03-25,1.106,0.06139996068739055,0.07604951626036681,1.1117117727070263,0.5907958890211694,0.9055306157407266,0.3779588761317471,2277,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Mar 26 2017,2017-03-26,1.109,0.0626877318471268,0.07665902487139038,1.110929630526121,0.5907958890211694,0.9055306157407266,0.3779588761317471,2093,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Mar 27 2017,2017-03-27,1.079,0.062463745806901894,0.07522519277401862,1.1101512344707902,0.5907958890211694,0.9055306157407266,0.3779588761317471,1657,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Mar 28 2017,2017-03-28,1.101,0.0623254435968139,0.07480521390333474,1.1093728266187368,0.5907958890211694,0.9055306157407266,0.3779588761317471,1504,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Mar 29 2017,2017-03-29,1.089,0.06133312093915782,0.07355707019137818,1.1085968740575418,0.5907958890211694,0.9055306157407266,0.3779588761317471,1734,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Mar 30 2017,2017-03-30,1.082,0.05999172356709863,0.07193829790720871,1.1078231087556534,0.5907958890211694,0.9055306157407266,0.3779588761317471,1613,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Mar 31 2017,2017-03-31,1.09,0.05853067768174683,0.07060070841289665,1.1070503263013218,0.5907958890211694,0.9055306157407266,0.3779588761317471,1908,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 01 2017,2017-04-01,1.092,0.05672519965466472,0.0692795591766244,1.1062790129500863,0.5907958890211694,0.9055306157407266,0.3779588761317471,2096,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 02 2017,2017-04-02,1.095,0.0553787481541969,0.06801957422117637,1.1055091006753097,0.5907958890211694,0.9055306157407266,0.3779588761317471,2038,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 03 2017,2017-04-03,1.096,0.05438407474809557,0.06673298576779167,1.1047407266577267,0.5907958890211694,0.9055306157407266,0.3779588761317471,1586,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 04 2017,2017-04-04,1.079,0.05219161204461557,0.06484308626249202,1.1039752596197856,0.5907958890211694,0.9055306157407266,0.3779588761317471,1692,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 05 2017,2017-04-05,1.075,0.04922508705326878,0.06290112987477325,1.1032117411626439,0.5907958890211694,0.9055306157407266,0.3779588761317471,1719,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 06 2017,2017-04-06,1.098,0.047263312300925175,0.061696009557562964,1.1024480155916125,0.5907958890211694,0.9055306157407266,0.3779588761317471,1463,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 07 2017,2017-04-07,1.094,0.04468181249474697,0.0602879193898243,1.1016861368164332,0.5907958890211694,0.9055306157407266,0.3779588761317471,1722,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 08 2017,2017-04-08,1.134,0.042656392441129114,0.061035118755600776,1.1009241156264638,0.5907958890211694,0.9055306157407266,0.3779588761317471,1993,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 09 2017,2017-04-09,1.157,0.04254599944724783,0.06321711000242973,1.1001635941928938,0.5907958890211694,0.9055306157407266,0.3779588761317471,1638,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 10 2017,2017-04-10,1.117,0.041249019493742115,0.06215425625059924,1.0994052110919426,0.5907958890211694,0.9055306157407266,0.3779588761317471,1653,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 11 2017,2017-04-11,1.123,0.040248666715973665,0.06129026347091716,1.0986481821941998,0.5907958890211694,0.9055306157407266,0.3779588761317471,2219,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 12 2017,2017-04-12,1.101,0.03835652471882059,0.05955104507352642,1.097893710954919,0.5907958890211694,0.9055306157407266,0.3779588761317471,1520,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 13 2017,2017-04-13,1.127,0.037530615854746444,0.0587950800704513,1.097139682789024,0.5907958890211694,0.9055306157407266,0.3779588761317471,1554,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 14 2017,2017-04-14,1.121,0.03438960348108116,0.05766201420172911,1.0963873866789238,0.5907958890211694,0.9055306157407266,0.3779588761317471,1610,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 15 2017,2017-04-15,1.136,0.029962888923524774,0.057193215134177716,1.0956362697630022,0.5907958890211694,0.9055306157407266,0.3779588761317471,1466,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 16 2017,2017-04-16,1.128,0.023811158400372793,0.05618915556753534,1.094886854546456,0.5907958890211694,0.9055306157407266,0.3779588761317471,1480,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 17 2017,2017-04-17,1.11,0.0213701908618314,0.054551397771470486,1.0941396261140492,0.5907958890211694,0.9055306157407266,0.3779588761317471,1442,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 18 2017,2017-04-18,1.089,0.020505003594577454,0.05276882111260652,1.0933951934524444,0.5907958890211694,0.9055306157407266,0.3779588761317471,1506,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 19 2017,2017-04-19,1.096,0.01965650429042217,0.051047541216402724,1.0926517955301158,0.5907958890211694,0.9055306157407266,0.3779588761317471,1410,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 20 2017,2017-04-20,1.1,0.01940082353980958,0.049410396934136826,1.0919096639462287,0.5907958890211694,0.9055306157407266,0.3779588761317471,1248,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 21 2017,2017-04-21,1.118,0.019488163221478012,0.048201605158286025,1.0911681753328322,0.5907958890211694,0.9055306157407266,0.3779588761317471,1605,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 22 2017,2017-04-22,1.124,0.019454899214545362,0.0472012772124058,1.0904279961682763,0.5907958890211694,0.9055306157407266,0.3779588761317471,1570,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 23 2017,2017-04-23,1.087,0.019752520572457487,0.045713275628416525,1.089691258778642,0.5907958890211694,0.9055306157407266,0.3779588761317471,1407,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 24 2017,2017-04-24,1.035,0.023532711398114643,0.046748544431465554,1.0889616001302198,0.5907958890211694,0.9055306157407266,0.3779588761317471,1435,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 25 2017,2017-04-25,1.031,0.02688639360195706,0.04770301884185572,1.088233972713045,0.5907958890211694,0.9055306157407266,0.3779588761317471,1373,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 26 2017,2017-04-26,1.069,0.027217387951388124,0.04638013149609124,1.0875032206626345,0.5907958890211694,0.9055306157407266,0.3779588761317471,1402,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 27 2017,2017-04-27,1.077,0.027531799795869002,0.04492447912520997,1.086773203844088,0.5907958890211694,0.9055306157407266,0.3779588761317471,1090,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 28 2017,2017-04-28,1.076,0.02779566244172862,0.043523990425042736,1.0860447425111004,0.5907958890211694,0.9055306157407266,0.3779588761317471,1294,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 29 2017,2017-04-29,1.072,0.028059890792092847,0.042230002967818564,1.0853181050984677,0.5907958890211694,0.9055306157407266,0.3779588761317471,1621,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Apr 30 2017,2017-04-30,1.071,0.02846364892884667,0.04098528040041623,1.0845930173806424,0.5907958890211694,0.9055306157407266,0.3779588761317471,1414,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 01 2017,2017-05-01,1.045,0.030032721618526218,0.04080252407828834,1.0838722319168235,0.5907958890211694,0.9055306157407266,0.3779588761317471,1317,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 02 2017,2017-05-02,1.017,0.03332150939716771,0.04259894417280482,1.083156878031508,0.5907958890211694,0.9055306157407266,0.3779588761317471,1293,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 03 2017,2017-05-03,1.02,0.035908264345072965,0.04359788195898147,1.0824424647908752,0.5907958890211694,0.9055306157407266,0.3779588761317471,1270,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 04 2017,2017-05-04,1.025,0.03782751233764839,0.0438656601619243,1.081728699986199,0.5907958890211694,0.9055306157407266,0.3779588761317471,1122,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 05 2017,2017-05-05,1.0,0.041126046784704315,0.0459144358040993,1.0810204603439297,0.5907958890211694,0.9055306157407266,0.3779588761317471,1278,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 06 2017,2017-05-06,1.013,0.043189784339171124,0.04632079156717347,1.0803113779930553,0.5907958890211694,0.9055306157407266,0.3779588761317471,1568,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 07 2017,2017-05-07,0.999,0.04581642530344259,0.04751272463299898,1.0796060957684654,0.5907958890211694,0.9055306157407266,0.3779588761317471,1480,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 08 2017,2017-05-08,0.985,0.04785861601045819,0.04946325621201668,1.078904835436502,0.5907958890211694,0.9055306157407266,0.3779588761317471,1522,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 09 2017,2017-05-09,0.994,0.0475542521395448,0.050098200422834534,1.078203215792992,0.5907958890211694,0.9055306157407266,0.3779588761317471,1083,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 10 2017,2017-05-10,1.007,0.04805939811448012,0.049614048380201246,1.077500653872806,0.5907958890211694,0.9055306157407266,0.3779588761317471,1204,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 11 2017,2017-05-11,1.007,0.04802609443964892,0.04901225548729761,1.0767994630761375,0.5907958890211694,0.9055306157407266,0.3779588761317471,1129,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 12 2017,2017-05-12,1.016,0.04819363481603389,0.04793073378346305,1.0760981682109854,0.5907958890211694,0.9055306157407266,0.3779588761317471,1371,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 13 2017,2017-05-13,1.048,0.046526521913623865,0.04637910430011882,1.0753938259692422,0.5907958890211694,0.9055306157407266,0.3779588761317471,1487,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 14 2017,2017-05-14,1.035,0.04508714422884022,0.04490106982876137,1.074692504226453,0.5907958890211694,0.9055306157407266,0.3779588761317471,1400,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 15 2017,2017-05-15,1.032,0.04251631194740172,0.04350552258952171,1.073992959529092,0.5907958890211694,0.9055306157407266,0.3779588761317471,1235,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 16 2017,2017-05-16,1.057,0.0399747765299602,0.04225230950144465,1.073291731095901,0.5907958890211694,0.9055306157407266,0.3779588761317471,1300,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 17 2017,2017-05-17,1.067,0.03843483812387864,0.04131610968170783,1.0725908712463836,0.5907958890211694,0.9055306157407266,0.3779588761317471,1228,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 18 2017,2017-05-18,1.061,0.037714657658507345,0.04017982084257025,1.0718919686216903,0.5907958890211694,0.9055306157407266,0.3779588761317471,1164,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 19 2017,2017-05-19,1.068,0.03677274102862299,0.03927289998041897,1.0711937522906145,0.5907958890211694,0.9055306157407266,0.3779588761317471,1146,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 20 2017,2017-05-20,1.091,0.036344472614893215,0.03955870289315694,1.0704950955172297,0.5907958890211694,0.9055306157407266,0.3779588761317471,1301,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 21 2017,2017-05-21,1.075,0.034143443186697243,0.03878247721070767,1.0697989878896907,0.5907958890211694,0.9055306157407266,0.3779588761317471,1222,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 22 2017,2017-05-22,1.09,0.03186645986562291,0.03873837496741555,1.0691031197728853,0.5907958890211694,0.9055306157407266,0.3779588761317471,1137,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 23 2017,2017-05-23,1.11,0.03322582086891663,0.04001517830381616,1.0684075475693655,0.5907958890211694,0.9055306157407266,0.3779588761317471,1062,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 24 2017,2017-05-24,0.921,0.040010472766939566,0.05157090349793952,1.0677427590538517,0.5907958890211694,0.9055306157407266,0.3779588761317471,1955,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 25 2017,2017-05-25,1.0,0.040627774883120894,0.051336716868991446,1.0670616609595673,0.5907958890211694,0.9055306157407266,0.3779588761317471,1417,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 26 2017,2017-05-26,1.044,0.04023009967101441,0.0496544386572588,1.0663753950181611,0.5907958890211694,0.9055306157407266,0.3779588761317471,1670,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 27 2017,2017-05-27,1.066,0.03990586624694498,0.04830176822614096,1.065688103658541,0.5907958890211694,0.9055306157407266,0.3779588761317471,1485,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 28 2017,2017-05-28,1.04,0.039230295588403886,0.04674768548177412,1.0650049721433164,0.5907958890211694,0.9055306157407266,0.3779588761317471,1320,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 29 2017,2017-05-29,1.025,0.03867205174549715,0.045525863250944903,1.0643251560806657,0.5907958890211694,0.9055306157407266,0.3779588761317471,1226,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 30 2017,2017-05-30,1.02,0.038120136772914565,0.04447013707559322,1.0636473670207325,0.5907958890211694,0.9055306157407266,0.3779588761317471,1112,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
May 31 2017,2017-05-31,1.034,0.038049589542691796,0.043074321741723036,1.06296891540672,0.5907958890211694,0.9055306157407266,0.3779588761317471,1236,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 01 2017,2017-06-01,1.045,0.03800642716366055,0.041665652202345825,1.0622903929687764,0.5907958890211694,0.9055306157407266,0.3779588761317471,1185,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 02 2017,2017-06-02,1.035,0.03792581991323937,0.04034679476305977,1.0616144027350882,0.5907958890211694,0.9055306157407266,0.3779588761317471,1319,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 03 2017,2017-06-03,1.054,0.03806662338704955,0.039132279304486685,1.0609374634474156,0.5907958890211694,0.9055306157407266,0.3779588761317471,1226,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 04 2017,2017-06-04,1.061,0.037780978002826995,0.038112608553211504,1.0602611043370274,0.5907958890211694,0.9055306157407266,0.3779588761317471,1180,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 05 2017,2017-06-05,1.06,0.03774020387471796,0.03707231978648446,1.0595861351473586,0.5907958890211694,0.9055306157407266,0.3779588761317471,1096,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 06 2017,2017-06-06,1.063,0.037251691313907674,0.03612944779022651,1.058912163361291,0.5907958890211694,0.9055306157407266,0.3779588761317471,1092,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 07 2017,2017-06-07,1.057,0.03585476771387091,0.03504469521008087,1.0582400656899242,0.5907958890211694,0.9055306157407266,0.3779588761317471,1140,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 08 2017,2017-06-08,1.045,0.034651698802289806,0.03389939084507038,1.0575705532834367,0.5907958890211694,0.9055306157407266,0.3779588761317471,1079,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 09 2017,2017-06-09,1.058,0.03399501315692924,0.03290360690669837,1.0569009044357252,0.5907958890211694,0.9055306157407266,0.3779588761317471,1190,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 10 2017,2017-06-10,1.033,0.033286098717267204,0.03203480576061054,1.0562354043406634,0.5907958890211694,0.9055306157407266,0.3779588761317471,1163,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 11 2017,2017-06-11,1.027,0.03299174400381647,0.03137355775269508,1.0555719608164311,0.5907958890211694,0.9055306157407266,0.3779588761317471,1058,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 12 2017,2017-06-12,1.022,0.033315351471622276,0.03090507197295176,1.0549104650764811,0.5907958890211694,0.9055306157407266,0.3779588761317471,1165,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 13 2017,2017-06-13,1.02,0.03360570901142366,0.03048394022905484,1.0542504987737504,0.5907958890211694,0.9055306157407266,0.3779588761317471,973,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 14 2017,2017-06-14,1.0,0.03456077438999796,0.031329093227126584,1.0535949039773385,0.5907958890211694,0.9055306157407266,0.3779588761317471,967,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 15 2017,2017-06-15,1.007,0.03516086186224825,0.031381043974497036,1.052939380733578,0.5907958890211694,0.9055306157407266,0.3779588761317471,1067,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 16 2017,2017-06-16,0.973,0.037110351129018976,0.03437116385301063,1.0522912019955508,0.5907958890211694,0.9055306157407266,0.3779588761317471,1183,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 17 2017,2017-06-17,0.947,0.040578135214309564,0.03963669629878401,1.05164982451348,0.5907958890211694,0.9055306157407266,0.3779588761317471,1139,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 18 2017,2017-06-18,0.944,0.043458012501427425,0.04368379363281118,1.0510103142508,0.5907958890211694,0.9055306157407266,0.3779588761317471,986,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 19 2017,2017-06-19,0.974,0.04325173573023003,0.04394818123693163,1.0503654881218858,0.5907958890211694,0.9055306157407266,0.3779588761317471,1050,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 20 2017,2017-06-20,0.973,0.04346535150678847,0.044051867376521496,1.049722044685896,0.5907958890211694,0.9055306157407266,0.3779588761317471,1096,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 21 2017,2017-06-21,0.937,0.044530565506933316,0.046988786909896246,1.049087700444921,0.5907958890211694,0.9055306157407266,0.3779588761317471,1026,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 22 2017,2017-06-22,0.866,0.04949966910372978,0.05815021772637636,1.0484746234144406,0.5907958890211694,0.9055306157407266,0.3779588761317471,1361,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 23 2017,2017-06-23,0.792,0.06174005573983581,0.076888075021143,1.0478899387952072,0.5907958890211694,0.9055306157407266,0.3779588761317471,1631,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 24 2017,2017-06-24,0.766,0.07587130664759358,0.09281754253268616,1.04731734246459,0.5907958890211694,0.9055306157407266,0.3779588761317471,1330,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 25 2017,2017-06-25,0.775,0.08570176167397223,0.1026167205877578,1.0467417218044532,0.5907958890211694,0.9055306157407266,0.3779588761317471,1333,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 26 2017,2017-06-26,0.806,0.09081146947663087,0.10654949884832961,1.0461542317975783,0.5907958890211694,0.9055306157407266,0.3779588761317471,1371,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 27 2017,2017-06-27,0.843,0.0935516084750826,0.1065358339993473,1.04555396812255,0.5907958890211694,0.9055306157407266,0.3779588761317471,1171,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 28 2017,2017-06-28,0.859,0.09540755891882906,0.10521413935441654,1.0449492974680237,0.5907958890211694,0.9055306157407266,0.3779588761317471,1269,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 29 2017,2017-06-29,0.869,0.09664655954178407,0.10324012530000026,1.044342434394245,0.5907958890211694,0.9055306157407266,0.3779588761317471,1244,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jun 30 2017,2017-06-30,0.891,0.0966440084424033,0.10043434752295063,1.0437299405059728,0.5907958890211694,0.9055306157407266,0.3779588761317471,1105,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 01 2017,2017-07-01,0.899,0.0958926842702348,0.09747634317972652,1.0431162359661705,0.5907958890211694,0.9055306157407266,0.3779588761317471,1181,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 02 2017,2017-07-02,0.882,0.09557028466183419,0.09501641362148272,1.0425085402230965,0.5907958890211694,0.9055306157407266,0.3779588761317471,1225,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 03 2017,2017-07-03,0.878,0.09436673995213873,0.09268665705392888,1.0419031078334582,0.5907958890211694,0.9055306157407266,0.3779588761317471,1310,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 04 2017,2017-07-04,0.883,0.09234610683875641,0.09020532021211433,1.041297219254101,0.5907958890211694,0.9055306157407266,0.3779588761317471,1265,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 05 2017,2017-07-05,0.914,0.08951504721643201,0.08726216550920239,1.0406837338124848,0.5907958890211694,0.9055306157407266,0.3779588761317471,1368,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 06 2017,2017-07-06,0.98,0.08660784918371434,0.08571722912446632,1.0400567361532758,0.5907958890211694,0.9055306157407266,0.3779588761317471,1122,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 07 2017,2017-07-07,0.978,0.08378934313495731,0.08399835360797572,1.039431235517055,0.5907958890211694,0.9055306157407266,0.3779588761317471,1172,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 08 2017,2017-07-08,0.965,0.08117052434835942,0.08178356525200835,1.0388093499164512,0.5907958890211694,0.9055306157407266,0.3779588761317471,1130,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 09 2017,2017-07-09,0.952,0.07741829211512016,0.07929440789087465,1.0381912614982856,0.5907958890211694,0.9055306157407266,0.3779588761317471,1113,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 10 2017,2017-07-10,0.954,0.07480614026060117,0.07690334438051492,1.037573848651299,0.5907958890211694,0.9055306157407266,0.3779588761317471,1159,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 11 2017,2017-07-11,0.977,0.07285305632635483,0.07519801243209989,1.0369529950144294,0.5907958890211694,0.9055306157407266,0.3779588761317471,1272,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 12 2017,2017-07-12,0.994,0.07163778621504278,0.07418035533579719,1.0363303048631163,0.5907958890211694,0.9055306157407266,0.3779588761317471,1069,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 13 2017,2017-07-13,1.006,0.07098359855887053,0.07365305092378102,1.0357068616375478,0.5907958890211694,0.9055306157407266,0.3779588761317471,979,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 14 2017,2017-07-14,1.012,0.07150439259876705,0.07325427288930664,1.0350836706012807,0.5907958890211694,0.9055306157407266,0.3779588761317471,1017,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 15 2017,2017-07-15,1.005,0.07141801826802816,0.07226474670934269,1.0344626217040256,0.5907958890211694,0.9055306157407266,0.3779588761317471,938,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 16 2017,2017-07-16,0.992,0.07201836451617934,0.07061421877390292,1.0338447303655984,0.5907958890211694,0.9055306157407266,0.3779588761317471,990,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 17 2017,2017-07-17,1.003,0.07352995323667481,0.06937141055665073,1.0332262075024774,0.5907958890211694,0.9055306157407266,0.3779588761317471,1138,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 18 2017,2017-07-18,1.026,0.07597601708705769,0.06924529796535926,1.0326056267592327,0.5907958890211694,0.9055306157407266,0.3779588761317471,1049,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 19 2017,2017-07-19,1.035,0.07820747531663066,0.0694193685221152,1.0319850947660094,0.5907958890211694,0.9055306157407266,0.3779588761317471,1093,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 20 2017,2017-07-20,1.036,0.08039132022684535,0.06934397002480991,1.0313655674421955,0.5907958890211694,0.9055306157407266,0.3779588761317471,1073,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 21 2017,2017-07-21,1.049,0.08346945893386251,0.06983678567777425,1.0307458000223473,0.5907958890211694,0.9055306157407266,0.3779588761317471,1035,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 22 2017,2017-07-22,1.083,0.08709463738984224,0.0726332028408306,1.0301245479082,0.5907958890211694,0.9055306157407266,0.3779588761317471,935,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
Jul 23 2017,2017-07-23,1.061,0.08550566963791967,0.07290281778625894,1.029505943507768,0.5907958890211694,0.9055306157407266,0.3779588761317471,1168,AWP | Worm God,AWP,Worm God,Field-Tested,0,1,0
