date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Oct 23 2016,2016-10-23,8.924,0.7572314068027107,0.523531263210093,5.906479775893871,13.031538476086158,4.9702176587426425,14.007980347974412,118,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Oct 24 2016,2016-10-24,9.265,0.7584819995743455,0.510051450179017,5.904961889097154,13.031538476086158,4.9702176587426425,14.007980347974412,75,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Oct 25 2016,2016-10-25,8.836,0.4782670393406576,0.5200224390652928,5.903739863915033,13.031538476086158,4.9702176587426425,14.007980347974412,73,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Oct 26 2016,2016-10-26,8.759,0.49654263166178325,0.5319251590261781,5.902573012577818,13.031538476086158,4.9702176587426425,14.007980347974412,65,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Oct 27 2016,2016-10-27,8.56,0.5225720310027561,0.5563209507124627,5.901554360692644,13.031538476086158,4.9702176587426425,14.007980347974412,83,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Oct 28 2016,2016-10-28,8.565,0.41437843772970634,0.5729232417228244,5.900530195581532,13.031538476086158,4.9702176587426425,14.007980347974412,97,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Oct 29 2016,2016-10-29,8.302,0.4468029072546135,0.6078289489856431,5.899710725541644,13.031538476086158,4.9702176587426425,14.007980347974412,101,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Oct 30 2016,2016-10-30,7.84,0.5203376843428384,0.6837373963386904,5.899277826199521,13.031538476086158,4.9702176587426425,14.007980347974412,115,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Oct 31 2016,2016-10-31,7.921,0.5740533036247072,0.7288233637779326,5.898770612537962,13.031538476086158,4.9702176587426425,14.007980347974412,91,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 01 2016,2016-11-01,8.455,0.5782232804627528,0.7213659497621573,5.897822129498344,13.031538476086158,4.9702176587426425,14.007980347974412,70,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 02 2016,2016-11-02,8.5,0.5908299675666889,0.7100898276749772,5.896837023226332,13.031538476086158,4.9702176587426425,14.007980347974412,85,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 03 2016,2016-11-03,9.258,0.590781968650788,0.6899555364751772,5.895315289523278,13.031538476086158,4.9702176587426425,14.007980347974412,78,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 04 2016,2016-11-04,9.743,0.6008070252662974,0.6919196659909564,5.893500511693199,13.031538476086158,4.9702176587426425,14.007980347974412,89,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 05 2016,2016-11-05,9.824,0.6105060921120188,0.696025023143899,5.8916415638145105,13.031538476086158,4.9702176587426425,14.007980347974412,101,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 06 2016,2016-11-06,10.026,0.6287879135527547,0.7112124944651642,5.889675875699625,13.031538476086158,4.9702176587426425,14.007980347974412,99,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 07 2016,2016-11-07,9.559,0.6277103658921185,0.6948216578419927,5.887970709480455,13.031538476086158,4.9702176587426425,14.007980347974412,69,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 08 2016,2016-11-08,9.48,0.6293418967370972,0.6758654086577891,5.88631343446819,13.031538476086158,4.9702176587426425,14.007980347974412,67,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 09 2016,2016-11-09,9.585,0.6130700809353467,0.6603470581124357,5.884594258555883,13.031538476086158,4.9702176587426425,14.007980347974412,78,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 10 2016,2016-11-10,9.778,0.6146801626040913,0.652937809167016,5.882765863665346,13.031538476086158,4.9702176587426425,14.007980347974412,75,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 11 2016,2016-11-11,9.43,0.601158442021681,0.6327864172207417,5.881140831576976,13.031538476086158,4.9702176587426425,14.007980347974412,102,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 12 2016,2016-11-12,9.501,0.5804938880153093,0.6145099820329126,5.879473463463241,13.031538476086158,4.9702176587426425,14.007980347974412,122,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 13 2016,2016-11-13,10.308,0.6058675370193842,0.6460423408276903,5.877378018949324,13.031538476086158,4.9702176587426425,14.007980347974412,91,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 14 2016,2016-11-14,9.115,0.6024730918779058,0.6278475555317031,5.875954187456411,13.031538476086158,4.9702176587426425,14.007980347974412,57,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 15 2016,2016-11-15,9.748,0.6091706289477157,0.6155804964203184,5.8741470944464815,13.031538476086158,4.9702176587426425,14.007980347974412,78,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 16 2016,2016-11-16,9.928,0.6168158278752119,0.6114833521145101,5.872243983554546,13.031538476086158,4.9702176587426425,14.007980347974412,66,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 17 2016,2016-11-17,9.625,0.6216530623146637,0.5939492687842554,5.870508333975087,13.031538476086158,4.9702176587426425,14.007980347974412,66,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 18 2016,2016-11-18,9.666,0.6271586904354012,0.5777393391045704,5.868750211937587,13.031538476086158,4.9702176587426425,14.007980347974412,68,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 19 2016,2016-11-19,9.64,0.6290879404198993,0.5611069122818593,5.867007713396097,13.031538476086158,4.9702176587426425,14.007980347974412,96,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 20 2016,2016-11-20,9.579,0.6306047280100644,0.5436706613621642,5.86530097939912,13.031538476086158,4.9702176587426425,14.007980347974412,78,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 21 2016,2016-11-21,9.205,0.6305917354213825,0.529618967526537,5.863821643311222,13.031538476086158,4.9702176587426425,14.007980347974412,87,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 22 2016,2016-11-22,9.55,0.6304456633865445,0.5129675307659352,5.862132813205385,13.031538476086158,4.9702176587426425,14.007980347974412,65,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 23 2016,2016-11-23,9.839,0.639508220719607,0.5056512405910364,5.86028403422832,13.031538476086158,4.9702176587426425,14.007980347974412,64,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 24 2016,2016-11-24,8.235,0.6625963248127129,0.5787707889301216,5.859494610309165,13.031538476086158,4.9702176587426425,14.007980347974412,99,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 25 2016,2016-11-25,8.061,0.6920608769981195,0.6513505784999446,5.858842089063257,13.031538476086158,4.9702176587426425,14.007980347974412,94,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 26 2016,2016-11-26,8.268,0.7037280234825274,0.6814555586215318,5.858022120587167,13.031538476086158,4.9702176587426425,14.007980347974412,140,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 27 2016,2016-11-27,8.338,0.7121590137881302,0.6966297417544389,5.857145944252759,13.031538476086158,4.9702176587426425,14.007980347974412,112,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 28 2016,2016-11-28,8.359,0.709724217120959,0.7044970693929125,5.856251787302093,13.031538476086158,4.9702176587426425,14.007980347974412,81,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 29 2016,2016-11-29,8.54,0.6736474435200221,0.6971209516177653,5.855220629901293,13.031538476086158,4.9702176587426425,14.007980347974412,84,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Nov 30 2016,2016-11-30,9.221,0.6263269720060046,0.6750369340546685,5.853726985609776,13.031538476086158,4.9702176587426425,14.007980347974412,85,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 01 2016,2016-12-01,8.864,0.6120659015304097,0.6555482311341718,5.852465655355375,13.031538476086158,4.9702176587426425,14.007980347974412,70,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 02 2016,2016-12-02,9.262,0.593578747838228,0.635599260123513,5.850946566718147,13.031538476086158,4.9702176587426425,14.007980347974412,88,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 03 2016,2016-12-03,9.566,0.5951696570640982,0.6258758272235475,5.849248458813229,13.031538476086158,4.9702176587426425,14.007980347974412,105,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 04 2016,2016-12-04,9.623,0.5926831071638389,0.6179450325670482,5.847519203471081,13.031538476086158,4.9702176587426425,14.007980347974412,110,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 05 2016,2016-12-05,9.445,0.5856577047444846,0.6019575715898977,5.845892087711902,13.031538476086158,4.9702176587426425,14.007980347974412,89,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 06 2016,2016-12-06,9.97,0.5833865814778543,0.6150281244356846,5.843981742149113,13.031538476086158,4.9702176587426425,14.007980347974412,74,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 07 2016,2016-12-07,9.859,0.5903388039494075,0.6154012274932011,5.842129137298377,13.031538476086158,4.9702176587426425,14.007980347974412,76,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 08 2016,2016-12-08,9.446,0.5900528166502748,0.5968656816612654,5.840503990970191,13.031538476086158,4.9702176587426425,14.007980347974412,76,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 09 2016,2016-12-09,9.849,0.5961025677385636,0.5945345484704889,5.838658757330906,13.031538476086158,4.9702176587426425,14.007980347974412,91,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 10 2016,2016-12-10,9.836,0.5977067323789951,0.5894884719123815,5.836821494668767,13.031538476086158,4.9702176587426425,14.007980347974412,102,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 11 2016,2016-12-11,9.893,0.6063147858500326,0.586059488792841,5.834956301049386,13.031538476086158,4.9702176587426425,14.007980347974412,87,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 12 2016,2016-12-12,10.44,0.6380708496676077,0.6251051728498157,5.832838876541039,13.031538476086158,4.9702176587426425,14.007980347974412,68,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 13 2016,2016-12-13,10.192,0.6325554593832409,0.6321471804545855,5.830832514647589,13.031538476086158,4.9702176587426425,14.007980347974412,72,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 14 2016,2016-12-14,9.675,0.6329704973968795,0.6129589723645287,5.829085805461548,13.031538476086158,4.9702176587426425,14.007980347974412,72,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 15 2016,2016-12-15,9.433,0.6294424836551992,0.5931870016508376,5.8274750150096235,13.031538476086158,4.9702176587426425,14.007980347974412,67,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 16 2016,2016-12-16,10.196,0.6393091682776171,0.5989971861365543,5.825471208112667,13.031538476086158,4.9702176587426425,14.007980347974412,84,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 17 2016,2016-12-17,9.473,0.6379766156130694,0.5796851188384866,5.823839338811035,13.031538476086158,4.9702176587426425,14.007980347974412,83,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 18 2016,2016-12-18,9.229,0.6363048896903267,0.5662588655258827,5.822351316558562,13.031538476086158,4.9702176587426425,14.007980347974412,72,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 19 2016,2016-12-19,9.73,0.6378343603667871,0.5500544404983959,5.820580008269447,13.031538476086158,4.9702176587426425,14.007980347974412,82,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 20 2016,2016-12-20,9.916,0.6445284126497328,0.5402826209660325,5.818714682925166,13.031538476086158,4.9702176587426425,14.007980347974412,68,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 21 2016,2016-12-21,10.284,0.6640197303536927,0.5527068832790825,5.816678795422719,13.031538476086158,4.9702176587426425,14.007980347974412,91,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 22 2016,2016-12-22,8.985,0.6681969227603097,0.5569226479427111,5.815345327743572,13.031538476086158,4.9702176587426425,14.007980347974412,104,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 23 2016,2016-12-23,8.517,0.6817628813868664,0.5994457372427651,5.814328110683446,13.031538476086158,4.9702176587426425,14.007980347974412,95,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 24 2016,2016-12-24,8.849,0.6556396271503087,0.6022905615577488,5.813081934592195,13.031538476086158,4.9702176587426425,14.007980347974412,128,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 25 2016,2016-12-25,10.254,0.6253739626044469,0.6154255404694604,5.811063492511603,13.031538476086158,4.9702176587426425,14.007980347974412,175,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 26 2016,2016-12-26,10.242,0.6000102527860798,0.6226453076048036,5.809052169047573,13.031538476086158,4.9702176587426425,14.007980347974412,142,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 27 2016,2016-12-27,10.037,0.5640742848692127,0.614001173515572,5.807136200661607,13.031538476086158,4.9702176587426425,14.007980347974412,166,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 28 2016,2016-12-28,10.478,0.5389478084471849,0.6340540714914509,5.805028971683725,13.031538476086158,4.9702176587426425,14.007980347974412,111,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 29 2016,2016-12-29,10.171,0.504990889869028,0.6271173129438129,5.803054683777704,13.031538476086158,4.9702176587426425,14.007980347974412,123,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 30 2016,2016-12-30,9.732,0.49690599494897403,0.6066887834495559,5.801294393919089,13.031538476086158,4.9702176587426425,14.007980347974412,133,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Dec 31 2016,2016-12-31,10.055,0.4736135980206043,0.5940887765062198,5.799376344427859,13.031538476086158,4.9702176587426425,14.007980347974412,90,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 01 2017,2017-01-01,10.169,0.47002189237362346,0.5860634637782851,5.797407744198209,13.031538476086158,4.9702176587426425,14.007980347974412,109,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 02 2017,2017-01-02,9.58,0.4698040628511014,0.5682031094949187,5.795731455980907,13.031538476086158,4.9702176587426425,14.007980347974412,139,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 03 2017,2017-01-03,11.321,0.5457294854270791,0.6787064674038958,5.793354053721181,13.031538476086158,4.9702176587426425,14.007980347974412,94,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 04 2017,2017-01-04,10.819,0.5684569757980542,0.7014277425150514,5.791133483359578,13.031538476086158,4.9702176587426425,14.007980347974412,98,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 05 2017,2017-01-05,11.057,0.607207647832554,0.7380675824140176,5.788837617383131,13.031538476086158,4.9702176587426425,14.007980347974412,82,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 06 2017,2017-01-06,11.498,0.6714977460786008,0.8096923471266124,5.78642375457439,13.031538476086158,4.9702176587426425,14.007980347974412,105,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 07 2017,2017-01-07,11.045,0.6909488769618541,0.8203461606764281,5.784137094344915,13.031538476086158,4.9702176587426425,14.007980347974412,106,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 08 2017,2017-01-08,11.067,0.7151944844410135,0.8272278190708606,5.7818463205311,13.031538476086158,4.9702176587426425,14.007980347974412,102,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 09 2017,2017-01-09,10.945,0.7310376942025367,0.821984393978202,5.77959656743983,13.031538476086158,4.9702176587426425,14.007980347974412,96,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 10 2017,2017-01-10,10.748,0.7389340108656028,0.8051124026804075,5.777416078415536,13.031538476086158,4.9702176587426425,14.007980347974412,98,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 11 2017,2017-01-11,13.095,0.914497962894431,1.0506258498693986,5.774834281091636,13.031538476086158,4.9702176587426425,14.007980347974412,78,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 12 2017,2017-01-12,10.431,0.9152286875829698,1.0161866359981533,5.772779190036998,13.031538476086158,4.9702176587426425,14.007980347974412,69,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 13 2017,2017-01-13,10.666,0.91222243204022,0.9843002168356612,5.770635975879863,13.031538476086158,4.9702176587426425,14.007980347974412,100,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 14 2017,2017-01-14,10.725,0.901911293647733,0.9542041962019632,5.768473760564782,13.031538476086158,4.9702176587426425,14.007980347974412,108,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 15 2017,2017-01-15,10.889,0.9077343027383882,0.9284586762925343,5.766257671520673,13.031538476086158,4.9702176587426425,14.007980347974412,112,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 16 2017,2017-01-16,10.8,0.8966172596738023,0.9009369402427915,5.76407398458824,13.031538476086158,4.9702176587426425,14.007980347974412,104,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 17 2017,2017-01-17,11.015,0.8767830830443606,0.8798354792850306,5.761822550110634,13.031538476086158,4.9702176587426425,14.007980347974412,87,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 18 2017,2017-01-18,11.5,0.8870372745476434,0.8828203363862586,5.759441854537419,13.031538476086158,4.9702176587426425,14.007980347974412,90,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 19 2017,2017-01-19,11.057,0.8857566990348911,0.8608097645065318,5.757182918724422,13.031538476086158,4.9702176587426425,14.007980347974412,62,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 20 2017,2017-01-20,11.208,0.8927876174573582,0.8442335311324487,5.754882740699849,13.031538476086158,4.9702176587426425,14.007980347974412,89,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 21 2017,2017-01-21,11.027,0.8447075267494981,0.8210155220620838,5.752638168119624,13.031538476086158,4.9702176587426425,14.007980347974412,93,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 22 2017,2017-01-22,11.321,0.7525792958564902,0.8087881596703734,5.750312915108442,13.031538476086158,4.9702176587426425,14.007980347974412,118,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 23 2017,2017-01-23,11.79,0.6883620204982934,0.8245855852733018,5.747885325030392,13.031538476086158,4.9702176587426425,14.007980347974412,95,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 24 2017,2017-01-24,11.914,0.7073588043991846,0.8436025239419784,5.745438685775353,13.031538476086158,4.9702176587426425,14.007980347974412,96,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 25 2017,2017-01-25,12.031,0.7268536896838457,0.8647521972197894,5.742976490191732,13.031538476086158,4.9702176587426425,14.007980347974412,115,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 26 2017,2017-01-26,12.014,0.7317937621659195,0.8769795419069242,5.740520032836599,13.031538476086158,4.9702176587426425,14.007980347974412,103,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 27 2017,2017-01-27,12.22,0.7571588150873566,0.8990984311465694,5.738038496586651,13.031538476086158,4.9702176587426425,14.007980347974412,91,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 28 2017,2017-01-28,12.891,0.8077442977668324,0.9775839070532099,5.735513470352907,13.031538476086158,4.9702176587426425,14.007980347974412,111,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 29 2017,2017-01-29,12.114,0.7796964897266586,0.9716097229709085,5.733052132271362,13.031538476086158,4.9702176587426425,14.007980347974412,129,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 30 2017,2017-01-30,11.978,0.7581995044220652,0.9559410541254433,5.730614012681236,13.031538476086158,4.9702176587426425,14.007980347974412,115,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jan 31 2017,2017-01-31,12.41,0.7535290641871946,0.963729935658043,5.72812517204433,13.031538476086158,4.9702176587426425,14.007980347974412,88,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 01 2017,2017-02-01,12.087,0.6836555066144443,0.9481540470505306,5.725677076439081,13.031538476086158,4.9702176587426425,14.007980347974412,85,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 02 2017,2017-02-02,11.989,0.689952946088504,0.9273725242959256,5.723246632531772,13.031538476086158,4.9702176587426425,14.007980347974412,82,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 03 2017,2017-02-03,12.343,0.6958107195720525,0.9229478075363722,5.720773834181505,13.031538476086158,4.9702176587426425,14.007980347974412,84,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 04 2017,2017-02-04,12.777,0.725780376679148,0.945596791668177,5.718274727447663,13.031538476086158,4.9702176587426425,14.007980347974412,103,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 05 2017,2017-02-05,12.431,0.7416730667424468,0.9373477507470066,5.715800072520964,13.031538476086158,4.9702176587426425,14.007980347974412,82,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 06 2017,2017-02-06,12.463,0.7490705842776069,0.9284190877136282,5.713325904426174,13.031538476086158,4.9702176587426425,14.007980347974412,87,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 07 2017,2017-02-07,12.971,0.7768147754789478,0.9513178271672265,5.710832716613986,13.031538476086158,4.9702176587426425,14.007980347974412,76,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 08 2017,2017-02-08,12.726,0.7829165256954311,0.9490656949921794,5.708348588817712,13.031538476086158,4.9702176587426425,14.007980347974412,78,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 09 2017,2017-02-09,12.339,0.7637107654953152,0.9258682515915688,5.705895494781969,13.031538476086158,4.9702176587426425,14.007980347974412,81,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 10 2017,2017-02-10,12.415,0.7347425978242847,0.9051935677674771,5.703438308722005,13.031538476086158,4.9702176587426425,14.007980347974412,92,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 11 2017,2017-02-11,13.142,0.7249117750521793,0.9271870260208469,5.700959501221655,13.031538476086158,4.9702176587426425,14.007980347974412,99,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 12 2017,2017-02-12,15.023,0.8859734304934511,1.1726266882356702,5.698793401062132,13.031538476086158,4.9702176587426425,14.007980347974412,93,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 13 2017,2017-02-13,13.211,0.8735890588132753,1.1622702124966307,5.6963226866598085,13.031538476086158,4.9702176587426425,14.007980347974412,66,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 14 2017,2017-02-14,12.714,0.8468539133609853,1.1298634572879647,5.693858347074752,13.031538476086158,4.9702176587426425,14.007980347974412,83,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 15 2017,2017-02-15,12.32,0.8047933332200908,1.0928356703782645,5.691426397114141,13.031538476086158,4.9702176587426425,14.007980347974412,77,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 16 2017,2017-02-16,13.121,0.7851407817242319,1.0771387415920002,5.688963092536692,13.031538476086158,4.9702176587426425,14.007980347974412,67,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 17 2017,2017-02-17,12.517,0.7704110292714461,1.042701725933937,5.686519929484205,13.031538476086158,4.9702176587426425,14.007980347974412,79,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 18 2017,2017-02-18,13.128,0.7426442079086925,1.0267943324129187,5.6840631403559945,13.031538476086158,4.9702176587426425,14.007980347974412,119,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 19 2017,2017-02-19,11.933,0.7130097611816607,1.0001181804243895,5.681695328457215,13.031538476086158,4.9702176587426425,14.007980347974412,107,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 20 2017,2017-02-20,11.615,0.6799940128202328,0.9857914830231527,5.679389759554799,13.031538476086158,4.9702176587426425,14.007980347974412,100,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 21 2017,2017-02-21,12.088,0.649223661051462,0.9553165767456757,5.677004476374527,13.031538476086158,4.9702176587426425,14.007980347974412,65,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Feb 22 2017,2017-02-22,12.159,0.6389080879341597,0.9247641122443083,5.674612751617276,13.031538476086158,4.9702176587426425,14.007980347974412,69,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
