date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Aug 05 2020,2020-08-05,9.346,4,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 06 2020,2020-08-06,9.507,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 07 2020,2020-08-07,9.03,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 08 2020,2020-08-08,9.061,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 09 2020,2020-08-09,9.165,6,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 10 2020,2020-08-10,9.797,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 11 2020,2020-08-11,9.947,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 12 2020,2020-08-12,9.545,5,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 13 2020,2020-08-13,8.948,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 14 2020,2020-08-14,9.127,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 15 2020,2020-08-15,8.51,3,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 16 2020,2020-08-16,8.547,17,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 17 2020,2020-08-17,9.031,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 18 2020,2020-08-18,8.065,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 19 2020,2020-08-19,9.014,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 20 2020,2020-08-20,7.869,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 21 2020,2020-08-21,7.87,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 22 2020,2020-08-22,7.864,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 23 2020,2020-08-23,8.035,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 24 2020,2020-08-24,8.242,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 25 2020,2020-08-25,7.845,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 26 2020,2020-08-26,8.473,5,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 27 2020,2020-08-27,8.851,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 28 2020,2020-08-28,9.456,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 29 2020,2020-08-29,7.481,4,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 30 2020,2020-08-30,8.715,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Aug 31 2020,2020-08-31,7.799,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 01 2020,2020-09-01,8.008,6,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 02 2020,2020-09-02,7.723,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 03 2020,2020-09-03,7.213,16,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 04 2020,2020-09-04,6.968,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 05 2020,2020-09-05,7.759,4,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 06 2020,2020-09-06,7.544,15,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 07 2020,2020-09-07,7.718,4,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 08 2020,2020-09-08,7.614,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 09 2020,2020-09-09,7.185,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 10 2020,2020-09-10,7.411,27,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 11 2020,2020-09-11,6.962,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 12 2020,2020-09-12,7.717,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 13 2020,2020-09-13,7.358,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 14 2020,2020-09-14,7.293,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 15 2020,2020-09-15,9.116,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 16 2020,2020-09-16,7.756,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 17 2020,2020-09-17,8.823,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 18 2020,2020-09-18,9.21,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 19 2020,2020-09-19,7.318,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 20 2020,2020-09-20,9.036,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 21 2020,2020-09-21,9.472,5,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 22 2020,2020-09-22,7.537,4,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 23 2020,2020-09-23,8.002,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 24 2020,2020-09-24,7.895,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 25 2020,2020-09-25,7.705,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 26 2020,2020-09-26,7.733,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 27 2020,2020-09-27,7.735,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 28 2020,2020-09-28,7.655,15,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 29 2020,2020-09-29,7.631,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Sep 30 2020,2020-09-30,7.654,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 01 2020,2020-10-01,7.686,12,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 02 2020,2020-10-02,7.629,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 03 2020,2020-10-03,7.724,16,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 04 2020,2020-10-04,8.126,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 05 2020,2020-10-05,7.793,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 06 2020,2020-10-06,7.654,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 07 2020,2020-10-07,7.344,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 08 2020,2020-10-08,7.552,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 09 2020,2020-10-09,7.357,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 10 2020,2020-10-10,7.634,15,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 11 2020,2020-10-11,8.033,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 12 2020,2020-10-12,7.158,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 13 2020,2020-10-13,7.466,2,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 14 2020,2020-10-14,7.592,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 15 2020,2020-10-15,7.323,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 16 2020,2020-10-16,7.33,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 17 2020,2020-10-17,6.95,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 18 2020,2020-10-18,7.027,12,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 19 2020,2020-10-19,7.368,12,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 20 2020,2020-10-20,7.339,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 21 2020,2020-10-21,7.736,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 22 2020,2020-10-22,7.153,5,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 23 2020,2020-10-23,6.861,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 24 2020,2020-10-24,7.168,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 25 2020,2020-10-25,7.25,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 26 2020,2020-10-26,6.904,6,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 27 2020,2020-10-27,6.839,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 28 2020,2020-10-28,8.514,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 29 2020,2020-10-29,7.187,6,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 30 2020,2020-10-30,8.04,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Oct 31 2020,2020-10-31,7.175,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 01 2020,2020-11-01,7.254,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 02 2020,2020-11-02,7.35,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 03 2020,2020-11-03,7.176,5,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 04 2020,2020-11-04,7.428,17,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 05 2020,2020-11-05,7.247,5,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 06 2020,2020-11-06,6.981,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 07 2020,2020-11-07,7.358,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 08 2020,2020-11-08,6.998,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 09 2020,2020-11-09,7.738,27,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 10 2020,2020-11-10,7.599,5,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 11 2020,2020-11-11,7.281,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 12 2020,2020-11-12,7.318,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 13 2020,2020-11-13,7.525,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 14 2020,2020-11-14,7.518,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 15 2020,2020-11-15,7.456,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 16 2020,2020-11-16,7.817,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 17 2020,2020-11-17,7.929,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 18 2020,2020-11-18,7.507,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 19 2020,2020-11-19,7.049,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 20 2020,2020-11-20,7.574,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 21 2020,2020-11-21,7.055,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 22 2020,2020-11-22,6.91,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 23 2020,2020-11-23,7.654,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 24 2020,2020-11-24,6.995,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 25 2020,2020-11-25,7.068,20,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 26 2020,2020-11-26,7.179,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 27 2020,2020-11-27,7.498,6,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 28 2020,2020-11-28,7.043,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 29 2020,2020-11-29,6.821,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Nov 30 2020,2020-11-30,7.478,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 01 2020,2020-12-01,7.366,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 02 2020,2020-12-02,7.254,5,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 03 2020,2020-12-03,6.77,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 04 2020,2020-12-04,6.371,21,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 05 2020,2020-12-05,6.165,15,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 06 2020,2020-12-06,6.971,17,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 07 2020,2020-12-07,6.441,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 08 2020,2020-12-08,6.489,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 09 2020,2020-12-09,6.635,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 10 2020,2020-12-10,6.746,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 11 2020,2020-12-11,6.505,15,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 12 2020,2020-12-12,8.614,12,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 13 2020,2020-12-13,6.896,15,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 14 2020,2020-12-14,6.741,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 15 2020,2020-12-15,6.84,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 16 2020,2020-12-16,7.243,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 17 2020,2020-12-17,6.946,25,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 18 2020,2020-12-18,7.1,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 19 2020,2020-12-19,7.068,16,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 20 2020,2020-12-20,7.151,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 21 2020,2020-12-21,6.987,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 22 2020,2020-12-22,7.508,15,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 23 2020,2020-12-23,6.932,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 24 2020,2020-12-24,7.394,17,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 25 2020,2020-12-25,7.629,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 26 2020,2020-12-26,7.569,18,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 27 2020,2020-12-27,7.68,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 28 2020,2020-12-28,7.678,26,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 29 2020,2020-12-29,7.322,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 30 2020,2020-12-30,7.301,16,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Dec 31 2020,2020-12-31,7.518,25,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 01 2021,2021-01-01,8.269,5,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 02 2021,2021-01-02,8.241,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 03 2021,2021-01-03,7.568,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 04 2021,2021-01-04,7.282,17,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 05 2021,2021-01-05,7.69,15,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 06 2021,2021-01-06,7.603,12,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 07 2021,2021-01-07,7.644,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 08 2021,2021-01-08,7.481,16,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 09 2021,2021-01-09,8.519,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 10 2021,2021-01-10,7.883,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 11 2021,2021-01-11,13.71,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 12 2021,2021-01-12,7.413,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 13 2021,2021-01-13,8.118,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 14 2021,2021-01-14,8.31,12,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 15 2021,2021-01-15,7.972,15,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 16 2021,2021-01-16,7.766,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 17 2021,2021-01-17,8.749,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 18 2021,2021-01-18,8.743,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 19 2021,2021-01-19,8.544,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 20 2021,2021-01-20,8.554,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 21 2021,2021-01-21,8.393,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 22 2021,2021-01-22,8.102,15,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 23 2021,2021-01-23,8.655,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 24 2021,2021-01-24,9.056,23,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 25 2021,2021-01-25,8.355,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 26 2021,2021-01-26,8.378,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 27 2021,2021-01-27,8.057,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 28 2021,2021-01-28,7.814,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 29 2021,2021-01-29,8.221,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 30 2021,2021-01-30,7.907,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Jan 31 2021,2021-01-31,8.171,12,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 01 2021,2021-02-01,8.179,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 02 2021,2021-02-02,7.679,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 03 2021,2021-02-03,7.888,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 04 2021,2021-02-04,7.935,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 05 2021,2021-02-05,8.276,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 06 2021,2021-02-06,8.272,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 07 2021,2021-02-07,9.496,12,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 08 2021,2021-02-08,8.305,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 09 2021,2021-02-09,8.086,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 10 2021,2021-02-10,7.795,12,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 11 2021,2021-02-11,7.433,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 12 2021,2021-02-12,8.713,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 13 2021,2021-02-13,7.74,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 14 2021,2021-02-14,7.477,17,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 15 2021,2021-02-15,8.024,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 16 2021,2021-02-16,7.601,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 17 2021,2021-02-17,8.267,12,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 18 2021,2021-02-18,7.426,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 19 2021,2021-02-19,8.792,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 20 2021,2021-02-20,8.38,12,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 21 2021,2021-02-21,11.589,18,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 22 2021,2021-02-22,8.323,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 23 2021,2021-02-23,8.797,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 24 2021,2021-02-24,7.767,4,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 25 2021,2021-02-25,9.598,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 26 2021,2021-02-26,8.0,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 27 2021,2021-02-27,8.623,12,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Feb 28 2021,2021-02-28,8.646,28,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 01 2021,2021-03-01,9.653,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 02 2021,2021-03-02,9.529,15,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 03 2021,2021-03-03,9.472,18,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 04 2021,2021-03-04,10.391,16,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 05 2021,2021-03-05,10.139,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 06 2021,2021-03-06,10.415,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 07 2021,2021-03-07,10.751,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 08 2021,2021-03-08,12.508,6,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 09 2021,2021-03-09,10.462,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 10 2021,2021-03-10,10.887,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 11 2021,2021-03-11,10.21,9,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 12 2021,2021-03-12,10.06,6,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 13 2021,2021-03-13,10.288,8,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 14 2021,2021-03-14,9.952,12,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 15 2021,2021-03-15,9.842,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 16 2021,2021-03-16,9.991,13,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 17 2021,2021-03-17,9.529,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 18 2021,2021-03-18,9.059,7,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 19 2021,2021-03-19,14.968,6,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 20 2021,2021-03-20,9.376,17,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 21 2021,2021-03-21,9.773,15,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 22 2021,2021-03-22,10.823,11,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 23 2021,2021-03-23,9.686,6,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 24 2021,2021-03-24,11.494,10,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 25 2021,2021-03-25,9.526,16,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 26 2021,2021-03-26,10.078,15,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 27 2021,2021-03-27,10.485,15,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
Mar 28 2021,2021-03-28,10.728,23,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,1
