date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Oct 16 2020,2020-10-16,13.341,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Oct 17 2020,2020-10-17,13.96,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Oct 18 2020,2020-10-18,14.302,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Oct 19 2020,2020-10-19,14.12,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Oct 20 2020,2020-10-20,13.662,8,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Oct 21 2020,2020-10-21,13.567,7,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Oct 22 2020,2020-10-22,13.688,7,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Oct 23 2020,2020-10-23,13.984,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Oct 24 2020,2020-10-24,13.874,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Oct 25 2020,2020-10-25,14.138,7,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Oct 26 2020,2020-10-26,13.703,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Oct 27 2020,2020-10-27,13.968,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Oct 28 2020,2020-10-28,14.16,8,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Oct 29 2020,2020-10-29,13.083,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Oct 30 2020,2020-10-30,13.74,15,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Oct 31 2020,2020-10-31,13.243,8,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 01 2020,2020-11-01,13.291,15,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 02 2020,2020-11-02,13.387,9,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 03 2020,2020-11-03,13.26,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 04 2020,2020-11-04,13.008,11,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 05 2020,2020-11-05,13.379,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 06 2020,2020-11-06,13.656,11,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 07 2020,2020-11-07,13.248,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 08 2020,2020-11-08,14.237,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 09 2020,2020-11-09,13.464,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 10 2020,2020-11-10,13.536,9,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 11 2020,2020-11-11,13.306,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 12 2020,2020-11-12,13.676,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 13 2020,2020-11-13,13.988,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 14 2020,2020-11-14,14.666,11,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 15 2020,2020-11-15,13.806,8,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 16 2020,2020-11-16,14.557,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 17 2020,2020-11-17,14.166,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 18 2020,2020-11-18,14.117,6,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 19 2020,2020-11-19,14.391,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 20 2020,2020-11-20,14.148,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 21 2020,2020-11-21,14.75,8,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 22 2020,2020-11-22,12.848,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 23 2020,2020-11-23,14.318,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 24 2020,2020-11-24,13.776,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 25 2020,2020-11-25,12.749,5,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 26 2020,2020-11-26,13.899,9,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 27 2020,2020-11-27,12.64,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 28 2020,2020-11-28,12.793,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 29 2020,2020-11-29,13.118,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Nov 30 2020,2020-11-30,13.656,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 01 2020,2020-12-01,12.868,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 02 2020,2020-12-02,13.702,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 03 2020,2020-12-03,13.04,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 04 2020,2020-12-04,11.503,34,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 05 2020,2020-12-05,11.364,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 06 2020,2020-12-06,10.893,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 07 2020,2020-12-07,12.175,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 08 2020,2020-12-08,11.247,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 09 2020,2020-12-09,10.909,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 10 2020,2020-12-10,10.688,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 11 2020,2020-12-11,11.355,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 12 2020,2020-12-12,11.745,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 13 2020,2020-12-13,12.022,11,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 14 2020,2020-12-14,11.9,15,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 15 2020,2020-12-15,11.784,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 16 2020,2020-12-16,11.751,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 17 2020,2020-12-17,12.09,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 18 2020,2020-12-18,12.747,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 19 2020,2020-12-19,11.573,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 20 2020,2020-12-20,12.073,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 21 2020,2020-12-21,12.43,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 22 2020,2020-12-22,12.828,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 23 2020,2020-12-23,12.813,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 24 2020,2020-12-24,13.108,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 25 2020,2020-12-25,13.604,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 26 2020,2020-12-26,13.077,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 27 2020,2020-12-27,12.856,11,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 28 2020,2020-12-28,13.346,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 29 2020,2020-12-29,12.805,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 30 2020,2020-12-30,13.136,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Dec 31 2020,2020-12-31,13.913,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 01 2021,2021-01-01,14.04,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 02 2021,2021-01-02,14.107,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 03 2021,2021-01-03,14.363,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 04 2021,2021-01-04,13.867,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 05 2021,2021-01-05,13.533,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 06 2021,2021-01-06,13.966,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 07 2021,2021-01-07,14.289,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 08 2021,2021-01-08,14.123,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 09 2021,2021-01-09,14.353,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 10 2021,2021-01-10,14.197,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 11 2021,2021-01-11,13.98,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 12 2021,2021-01-12,13.981,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 13 2021,2021-01-13,13.793,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 14 2021,2021-01-14,14.299,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 15 2021,2021-01-15,13.838,24,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 16 2021,2021-01-16,13.665,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 17 2021,2021-01-17,13.891,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 18 2021,2021-01-18,14.081,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 19 2021,2021-01-19,14.59,5,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 20 2021,2021-01-20,14.228,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 21 2021,2021-01-21,14.644,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 22 2021,2021-01-22,14.771,11,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 23 2021,2021-01-23,14.668,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 24 2021,2021-01-24,14.478,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 25 2021,2021-01-25,14.632,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 26 2021,2021-01-26,14.212,15,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 27 2021,2021-01-27,13.74,15,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 28 2021,2021-01-28,13.927,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 29 2021,2021-01-29,13.151,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 30 2021,2021-01-30,13.506,15,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jan 31 2021,2021-01-31,13.073,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 01 2021,2021-02-01,13.378,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 02 2021,2021-02-02,12.614,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 03 2021,2021-02-03,13.073,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 04 2021,2021-02-04,13.177,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 05 2021,2021-02-05,13.526,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 06 2021,2021-02-06,13.072,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 07 2021,2021-02-07,13.595,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 08 2021,2021-02-08,13.178,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 09 2021,2021-02-09,13.324,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 10 2021,2021-02-10,13.218,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 11 2021,2021-02-11,12.864,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 12 2021,2021-02-12,13.113,15,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 13 2021,2021-02-13,12.918,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 14 2021,2021-02-14,13.285,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 15 2021,2021-02-15,12.765,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 16 2021,2021-02-16,12.871,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 17 2021,2021-02-17,12.74,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 18 2021,2021-02-18,13.245,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 19 2021,2021-02-19,13.123,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 20 2021,2021-02-20,13.38,9,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 21 2021,2021-02-21,13.232,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 22 2021,2021-02-22,13.058,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 23 2021,2021-02-23,13.843,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 24 2021,2021-02-24,14.083,8,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 25 2021,2021-02-25,13.221,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 26 2021,2021-02-26,13.311,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 27 2021,2021-02-27,14.434,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Feb 28 2021,2021-02-28,13.782,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 01 2021,2021-03-01,14.334,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 02 2021,2021-03-02,13.99,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 03 2021,2021-03-03,14.199,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 04 2021,2021-03-04,14.464,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 05 2021,2021-03-05,14.303,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 06 2021,2021-03-06,14.406,11,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 07 2021,2021-03-07,14.477,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 08 2021,2021-03-08,13.667,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 09 2021,2021-03-09,14.278,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 10 2021,2021-03-10,14.874,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 11 2021,2021-03-11,14.449,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 12 2021,2021-03-12,14.397,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 13 2021,2021-03-13,15.439,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 14 2021,2021-03-14,14.86,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 15 2021,2021-03-15,15.412,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 16 2021,2021-03-16,14.287,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 17 2021,2021-03-17,14.194,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 18 2021,2021-03-18,15.896,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 19 2021,2021-03-19,14.547,15,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 20 2021,2021-03-20,14.274,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 21 2021,2021-03-21,14.759,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 22 2021,2021-03-22,14.812,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 23 2021,2021-03-23,14.701,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 24 2021,2021-03-24,14.322,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 25 2021,2021-03-25,14.488,7,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 26 2021,2021-03-26,13.775,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 27 2021,2021-03-27,13.736,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 28 2021,2021-03-28,13.91,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 29 2021,2021-03-29,13.792,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 30 2021,2021-03-30,14.895,9,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Mar 31 2021,2021-03-31,13.371,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 01 2021,2021-04-01,12.97,25,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 02 2021,2021-04-02,14.35,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 03 2021,2021-04-03,14.561,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 04 2021,2021-04-04,14.457,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 05 2021,2021-04-05,13.853,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 06 2021,2021-04-06,13.541,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 07 2021,2021-04-07,13.112,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 08 2021,2021-04-08,13.141,15,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 09 2021,2021-04-09,12.985,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 10 2021,2021-04-10,12.842,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 11 2021,2021-04-11,13.3,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 12 2021,2021-04-12,12.955,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 13 2021,2021-04-13,13.044,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 14 2021,2021-04-14,12.952,5,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 15 2021,2021-04-15,13.091,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 16 2021,2021-04-16,12.503,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 17 2021,2021-04-17,12.751,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 18 2021,2021-04-18,13.023,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 19 2021,2021-04-19,12.419,24,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 20 2021,2021-04-20,12.446,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 21 2021,2021-04-21,12.272,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 22 2021,2021-04-22,12.008,15,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 23 2021,2021-04-23,12.192,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 24 2021,2021-04-24,12.451,15,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 25 2021,2021-04-25,13.061,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 26 2021,2021-04-26,12.862,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 27 2021,2021-04-27,13.059,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 28 2021,2021-04-28,12.934,5,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 29 2021,2021-04-29,12.666,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Apr 30 2021,2021-04-30,12.762,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 01 2021,2021-05-01,11.976,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 02 2021,2021-05-02,12.094,15,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 03 2021,2021-05-03,12.566,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 04 2021,2021-05-04,12.949,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 05 2021,2021-05-05,12.788,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 06 2021,2021-05-06,12.291,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 07 2021,2021-05-07,12.865,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 08 2021,2021-05-08,13.878,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 09 2021,2021-05-09,12.962,11,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 10 2021,2021-05-10,13.314,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 11 2021,2021-05-11,13.153,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 12 2021,2021-05-12,12.577,11,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 13 2021,2021-05-13,12.892,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 14 2021,2021-05-14,13.014,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 15 2021,2021-05-15,13.411,15,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 16 2021,2021-05-16,14.115,9,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 17 2021,2021-05-17,12.935,8,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 18 2021,2021-05-18,12.357,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 19 2021,2021-05-19,13.538,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 20 2021,2021-05-20,13.229,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 21 2021,2021-05-21,13.007,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 22 2021,2021-05-22,13.999,11,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 23 2021,2021-05-23,12.006,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 24 2021,2021-05-24,13.035,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 25 2021,2021-05-25,12.078,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 26 2021,2021-05-26,13.283,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 27 2021,2021-05-27,13.408,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 28 2021,2021-05-28,12.634,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 29 2021,2021-05-29,12.848,8,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 30 2021,2021-05-30,12.722,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
May 31 2021,2021-05-31,13.328,6,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 01 2021,2021-06-01,12.635,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 02 2021,2021-06-02,12.397,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 03 2021,2021-06-03,12.189,9,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 04 2021,2021-06-04,12.641,9,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 05 2021,2021-06-05,12.925,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 06 2021,2021-06-06,11.629,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 07 2021,2021-06-07,13.23,8,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 08 2021,2021-06-08,12.629,9,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 09 2021,2021-06-09,13.199,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 10 2021,2021-06-10,12.333,9,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 11 2021,2021-06-11,12.624,12,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 12 2021,2021-06-12,12.109,11,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 13 2021,2021-06-13,12.312,10,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 14 2021,2021-06-14,12.01,9,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 15 2021,2021-06-15,11.907,6,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 16 2021,2021-06-16,11.961,11,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
Jun 17 2021,2021-06-17,11.907,9,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,1
