date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Nov 04 2016,2016-11-04,5.564,138,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 05 2016,2016-11-05,5.662,143,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 06 2016,2016-11-06,5.49,132,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 07 2016,2016-11-07,5.604,115,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 08 2016,2016-11-08,5.444,101,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 09 2016,2016-11-09,5.507,101,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 10 2016,2016-11-10,5.536,105,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 11 2016,2016-11-11,5.527,117,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 12 2016,2016-11-12,5.485,118,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 13 2016,2016-11-13,5.43,115,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 14 2016,2016-11-14,5.257,99,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 15 2016,2016-11-15,5.173,94,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 16 2016,2016-11-16,5.324,115,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 17 2016,2016-11-17,5.419,106,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 18 2016,2016-11-18,5.427,113,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 19 2016,2016-11-19,5.593,122,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 20 2016,2016-11-20,5.585,123,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 21 2016,2016-11-21,5.225,131,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 22 2016,2016-11-22,5.311,117,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 23 2016,2016-11-23,5.324,124,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 24 2016,2016-11-24,4.691,127,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 25 2016,2016-11-25,4.966,143,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 26 2016,2016-11-26,4.723,180,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 27 2016,2016-11-27,4.51,156,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 28 2016,2016-11-28,4.454,140,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 29 2016,2016-11-29,4.536,175,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 30 2016,2016-11-30,5.021,135,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 01 2016,2016-12-01,5.215,129,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 02 2016,2016-12-02,5.299,131,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 03 2016,2016-12-03,5.383,126,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 04 2016,2016-12-04,5.262,133,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 05 2016,2016-12-05,5.245,122,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 06 2016,2016-12-06,5.222,100,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 07 2016,2016-12-07,5.285,120,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 08 2016,2016-12-08,5.226,109,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 09 2016,2016-12-09,5.459,102,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 10 2016,2016-12-10,5.399,114,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 11 2016,2016-12-11,5.328,111,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 12 2016,2016-12-12,5.306,100,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 13 2016,2016-12-13,4.916,101,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 14 2016,2016-12-14,4.973,103,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 15 2016,2016-12-15,4.962,108,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 16 2016,2016-12-16,5.264,116,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 17 2016,2016-12-17,5.072,122,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 18 2016,2016-12-18,5.046,136,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 19 2016,2016-12-19,4.912,117,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 20 2016,2016-12-20,4.669,122,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 21 2016,2016-12-21,4.712,124,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 22 2016,2016-12-22,4.507,158,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 23 2016,2016-12-23,4.254,134,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 24 2016,2016-12-24,4.616,184,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 25 2016,2016-12-25,5.284,217,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 26 2016,2016-12-26,5.422,193,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 27 2016,2016-12-27,5.28,187,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 28 2016,2016-12-28,5.175,184,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 29 2016,2016-12-29,5.168,178,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 30 2016,2016-12-30,5.232,170,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 31 2016,2016-12-31,5.064,131,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 01 2017,2017-01-01,4.932,146,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 02 2017,2017-01-02,4.969,184,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 03 2017,2017-01-03,5.347,144,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 04 2017,2017-01-04,5.456,110,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 05 2017,2017-01-05,5.399,141,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 06 2017,2017-01-06,5.434,143,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 07 2017,2017-01-07,5.662,123,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 08 2017,2017-01-08,5.567,123,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 09 2017,2017-01-09,5.731,127,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 10 2017,2017-01-10,5.592,113,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 11 2017,2017-01-11,5.58,96,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 12 2017,2017-01-12,5.65,110,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 13 2017,2017-01-13,5.731,172,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 14 2017,2017-01-14,5.7,149,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 15 2017,2017-01-15,5.599,138,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 16 2017,2017-01-16,5.735,94,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 17 2017,2017-01-17,5.615,110,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 18 2017,2017-01-18,5.587,127,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 19 2017,2017-01-19,5.603,102,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 20 2017,2017-01-20,5.406,110,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 21 2017,2017-01-21,5.635,126,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 22 2017,2017-01-22,5.401,119,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 23 2017,2017-01-23,5.66,131,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 24 2017,2017-01-24,5.617,118,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 25 2017,2017-01-25,5.893,149,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 26 2017,2017-01-26,6.33,124,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 27 2017,2017-01-27,6.397,115,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 28 2017,2017-01-28,6.37,144,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 29 2017,2017-01-29,6.017,166,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 30 2017,2017-01-30,6.329,132,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 31 2017,2017-01-31,6.402,122,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 01 2017,2017-02-01,6.148,121,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 02 2017,2017-02-02,6.196,122,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 03 2017,2017-02-03,6.174,121,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 04 2017,2017-02-04,6.353,147,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 05 2017,2017-02-05,6.424,136,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 06 2017,2017-02-06,6.238,129,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 07 2017,2017-02-07,6.426,103,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 08 2017,2017-02-08,6.392,94,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 09 2017,2017-02-09,6.447,104,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 10 2017,2017-02-10,6.614,103,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 11 2017,2017-02-11,6.683,140,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 12 2017,2017-02-12,6.867,120,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 13 2017,2017-02-13,6.758,111,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 14 2017,2017-02-14,6.474,106,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 15 2017,2017-02-15,6.708,73,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 16 2017,2017-02-16,6.354,111,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 17 2017,2017-02-17,5.945,122,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 18 2017,2017-02-18,6.309,141,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 19 2017,2017-02-19,6.084,115,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 20 2017,2017-02-20,5.968,100,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 21 2017,2017-02-21,5.882,103,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 22 2017,2017-02-22,6.101,118,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 23 2017,2017-02-23,6.033,97,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 24 2017,2017-02-24,6.053,129,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 25 2017,2017-02-25,6.221,118,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 26 2017,2017-02-26,6.201,105,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 27 2017,2017-02-27,5.954,83,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 28 2017,2017-02-28,5.898,120,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 01 2017,2017-03-01,6.172,107,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 02 2017,2017-03-02,6.069,106,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 03 2017,2017-03-03,6.376,127,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 04 2017,2017-03-04,6.374,104,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 05 2017,2017-03-05,6.133,122,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 06 2017,2017-03-06,6.102,84,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 07 2017,2017-03-07,6.165,96,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 08 2017,2017-03-08,6.262,105,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 09 2017,2017-03-09,6.229,110,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 10 2017,2017-03-10,6.198,97,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 11 2017,2017-03-11,6.064,137,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 12 2017,2017-03-12,6.07,100,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 13 2017,2017-03-13,5.861,112,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 14 2017,2017-03-14,6.223,107,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 15 2017,2017-03-15,6.263,80,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 16 2017,2017-03-16,6.216,125,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 17 2017,2017-03-17,6.364,124,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 18 2017,2017-03-18,6.551,149,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 19 2017,2017-03-19,6.11,132,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 20 2017,2017-03-20,6.216,99,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 21 2017,2017-03-21,6.192,102,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 22 2017,2017-03-22,6.186,116,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 23 2017,2017-03-23,6.06,104,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 24 2017,2017-03-24,5.939,111,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 25 2017,2017-03-25,5.762,134,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 26 2017,2017-03-26,5.657,133,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 27 2017,2017-03-27,5.194,108,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 28 2017,2017-03-28,5.341,134,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 29 2017,2017-03-29,5.394,97,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 30 2017,2017-03-30,5.452,101,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 31 2017,2017-03-31,5.795,110,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 01 2017,2017-04-01,5.866,110,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 02 2017,2017-04-02,5.449,126,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 03 2017,2017-04-03,5.752,96,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 04 2017,2017-04-04,6.065,86,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 05 2017,2017-04-05,5.878,104,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 06 2017,2017-04-06,5.798,81,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 07 2017,2017-04-07,5.844,108,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 08 2017,2017-04-08,5.751,133,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 09 2017,2017-04-09,5.911,108,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 10 2017,2017-04-10,5.757,118,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 11 2017,2017-04-11,5.641,104,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 12 2017,2017-04-12,5.731,98,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 13 2017,2017-04-13,5.72,111,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 14 2017,2017-04-14,5.812,111,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 15 2017,2017-04-15,6.049,115,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 16 2017,2017-04-16,5.888,103,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 17 2017,2017-04-17,6.008,133,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 18 2017,2017-04-18,5.968,103,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 19 2017,2017-04-19,6.134,102,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 20 2017,2017-04-20,5.96,99,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 21 2017,2017-04-21,6.078,104,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 22 2017,2017-04-22,6.117,103,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 23 2017,2017-04-23,5.945,119,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 24 2017,2017-04-24,5.972,77,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 25 2017,2017-04-25,6.063,101,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 26 2017,2017-04-26,6.411,85,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 27 2017,2017-04-27,6.367,75,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 28 2017,2017-04-28,6.164,100,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 29 2017,2017-04-29,6.22,102,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 30 2017,2017-04-30,6.119,105,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 01 2017,2017-05-01,6.128,113,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 02 2017,2017-05-02,6.261,82,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 03 2017,2017-05-03,6.169,85,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 04 2017,2017-05-04,6.226,77,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 05 2017,2017-05-05,5.941,104,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 06 2017,2017-05-06,5.77,122,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 07 2017,2017-05-07,5.941,106,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 08 2017,2017-05-08,5.781,91,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 09 2017,2017-05-09,5.958,79,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 10 2017,2017-05-10,5.932,89,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 11 2017,2017-05-11,6.053,75,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 12 2017,2017-05-12,6.013,91,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 13 2017,2017-05-13,6.165,117,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 14 2017,2017-05-14,6.034,99,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 15 2017,2017-05-15,6.197,91,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 16 2017,2017-05-16,6.303,65,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 17 2017,2017-05-17,6.313,72,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 18 2017,2017-05-18,6.316,84,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 19 2017,2017-05-19,6.229,81,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 20 2017,2017-05-20,6.127,99,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 21 2017,2017-05-21,5.909,98,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 22 2017,2017-05-22,6.045,90,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 23 2017,2017-05-23,6.026,96,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 24 2017,2017-05-24,4.769,242,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 25 2017,2017-05-25,4.849,132,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 26 2017,2017-05-26,5.365,115,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 27 2017,2017-05-27,5.111,120,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 28 2017,2017-05-28,5.025,121,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 29 2017,2017-05-29,5.439,111,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 30 2017,2017-05-30,5.469,84,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 31 2017,2017-05-31,5.648,85,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 01 2017,2017-06-01,5.555,106,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 02 2017,2017-06-02,5.428,93,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 03 2017,2017-06-03,6.05,116,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 04 2017,2017-06-04,5.65,90,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 05 2017,2017-06-05,5.572,92,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 06 2017,2017-06-06,5.69,94,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 07 2017,2017-06-07,5.522,102,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 08 2017,2017-06-08,5.607,76,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 09 2017,2017-06-09,5.27,103,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 10 2017,2017-06-10,5.355,109,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 11 2017,2017-06-11,5.478,98,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 12 2017,2017-06-12,5.441,86,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 13 2017,2017-06-13,5.238,75,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 14 2017,2017-06-14,5.173,65,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 15 2017,2017-06-15,5.019,87,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 16 2017,2017-06-16,5.146,91,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 17 2017,2017-06-17,5.179,107,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 18 2017,2017-06-18,5.013,87,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 19 2017,2017-06-19,5.218,101,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 20 2017,2017-06-20,5.453,93,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 21 2017,2017-06-21,5.326,68,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 22 2017,2017-06-22,4.822,100,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 23 2017,2017-06-23,4.21,145,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 24 2017,2017-06-24,4.249,123,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 25 2017,2017-06-25,4.188,142,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 26 2017,2017-06-26,4.404,100,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 27 2017,2017-06-27,4.756,100,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 28 2017,2017-06-28,4.772,101,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 29 2017,2017-06-29,4.731,101,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 30 2017,2017-06-30,4.659,117,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 01 2017,2017-07-01,4.677,115,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 02 2017,2017-07-02,5.512,84,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 03 2017,2017-07-03,4.526,114,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 04 2017,2017-07-04,4.566,119,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 05 2017,2017-07-05,4.926,92,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 06 2017,2017-07-06,4.994,71,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 07 2017,2017-07-07,5.121,95,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 08 2017,2017-07-08,4.995,102,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 09 2017,2017-07-09,4.983,105,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 10 2017,2017-07-10,4.954,95,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 11 2017,2017-07-11,5.002,76,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 12 2017,2017-07-12,4.93,92,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 13 2017,2017-07-13,4.991,84,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 14 2017,2017-07-14,5.038,95,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 15 2017,2017-07-15,5.186,122,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 16 2017,2017-07-16,5.347,84,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 17 2017,2017-07-17,5.669,117,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 18 2017,2017-07-18,5.766,80,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 19 2017,2017-07-19,6.188,79,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 20 2017,2017-07-20,5.949,85,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 21 2017,2017-07-21,6.061,68,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 22 2017,2017-07-22,6.018,83,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 23 2017,2017-07-23,5.869,111,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 24 2017,2017-07-24,5.48,75,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 25 2017,2017-07-25,5.674,104,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
