date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Jun 26 2022,2022-06-26,175.12,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 27 2022,2022-06-27,174.41,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 29 2022,2022-06-29,228.768,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 30 2022,2022-06-30,179.22,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 01 2022,2022-07-01,177.99,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 02 2022,2022-07-02,214.146,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 03 2022,2022-07-03,203.98,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 04 2022,2022-07-04,240.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 06 2022,2022-07-06,174.26,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 09 2022,2022-07-09,188.11,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 10 2022,2022-07-10,193.89,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 12 2022,2022-07-12,186.696,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 13 2022,2022-07-13,180.74,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 15 2022,2022-07-15,219.044,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 16 2022,2022-07-16,205.707,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 19 2022,2022-07-19,290.484,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 24 2022,2022-07-24,258.733,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 26 2022,2022-07-26,192.83,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 28 2022,2022-07-28,153.64,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 31 2022,2022-07-31,223.255,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 02 2022,2022-08-02,239.97,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 03 2022,2022-08-03,200.151,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 07 2022,2022-08-07,208.994,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 09 2022,2022-08-09,234.43,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 16 2022,2022-08-16,203.98,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 17 2022,2022-08-17,221.95,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 20 2022,2022-08-20,225.63,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 21 2022,2022-08-21,188.357,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 23 2022,2022-08-23,194.042,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 24 2022,2022-08-24,230.96,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 25 2022,2022-08-25,174.11,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 26 2022,2022-08-26,203.7,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 27 2022,2022-08-27,215.78,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 30 2022,2022-08-30,174.58,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 31 2022,2022-08-31,168.642,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 01 2022,2022-09-01,215.69,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 02 2022,2022-09-02,177.97,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 03 2022,2022-09-03,178.8,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 04 2022,2022-09-04,174.503,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 05 2022,2022-09-05,206.62,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 08 2022,2022-09-08,209.99,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 12 2022,2022-09-12,180.6,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 14 2022,2022-09-14,150.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 17 2022,2022-09-17,137.46,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 18 2022,2022-09-18,231.617,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 19 2022,2022-09-19,206.687,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 20 2022,2022-09-20,269.87,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 24 2022,2022-09-24,177.99,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 25 2022,2022-09-25,166.152,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 28 2022,2022-09-28,185.46,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 29 2022,2022-09-29,183.57,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 30 2022,2022-09-30,176.03,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 03 2022,2022-10-03,156.71,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 04 2022,2022-10-04,225.94,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 07 2022,2022-10-07,180.85,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 09 2022,2022-10-09,181.8,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 10 2022,2022-10-10,195.087,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 12 2022,2022-10-12,227.935,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 13 2022,2022-10-13,183.25,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 15 2022,2022-10-15,183.4,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 16 2022,2022-10-16,185.1,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 17 2022,2022-10-17,205.706,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 26 2022,2022-10-26,211.29,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 27 2022,2022-10-27,180.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 29 2022,2022-10-29,189.53,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 30 2022,2022-10-30,170.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 31 2022,2022-10-31,170.03,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 05 2022,2022-11-05,187.149,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 07 2022,2022-11-07,162.796,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 10 2022,2022-11-10,169.015,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 11 2022,2022-11-11,188.788,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 12 2022,2022-11-12,169.29,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 14 2022,2022-11-14,206.281,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 15 2022,2022-11-15,186.931,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 16 2022,2022-11-16,187.628,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 17 2022,2022-11-17,212.72,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 19 2022,2022-11-19,162.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 22 2022,2022-11-22,183.745,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 24 2022,2022-11-24,208.15,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 25 2022,2022-11-25,189.992,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 26 2022,2022-11-26,150.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 27 2022,2022-11-27,194.689,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 30 2022,2022-11-30,221.018,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 04 2022,2022-12-04,180.35,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 05 2022,2022-12-05,222.348,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 07 2022,2022-12-07,229.88,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 11 2022,2022-12-11,225.43,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 15 2022,2022-12-15,186.39,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 17 2022,2022-12-17,161.74,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 21 2022,2022-12-21,184.95,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 26 2022,2022-12-26,183.915,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 27 2022,2022-12-27,182.915,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 28 2022,2022-12-28,185.394,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 31 2022,2022-12-31,182.9,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 02 2023,2023-01-02,213.728,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 05 2023,2023-01-05,230.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 07 2023,2023-01-07,182.125,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 11 2023,2023-01-11,213.35,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 14 2023,2023-01-14,200.09,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 16 2023,2023-01-16,219.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 17 2023,2023-01-17,217.977,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 18 2023,2023-01-18,181.83,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 21 2023,2023-01-21,171.17,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 22 2023,2023-01-22,216.095,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 23 2023,2023-01-23,182.09,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 24 2023,2023-01-24,193.78,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 25 2023,2023-01-25,185.485,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 26 2023,2023-01-26,212.625,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 27 2023,2023-01-27,213.754,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 28 2023,2023-01-28,203.337,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 29 2023,2023-01-29,213.72,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 30 2023,2023-01-30,218.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 31 2023,2023-01-31,250.532,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 02 2023,2023-02-02,302.077,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 04 2023,2023-02-04,381.386,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 05 2023,2023-02-05,238.826,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 06 2023,2023-02-06,238.8,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 12 2023,2023-02-12,260.025,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 14 2023,2023-02-14,221.665,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 15 2023,2023-02-15,272.06,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 17 2023,2023-02-17,266.63,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 20 2023,2023-02-20,261.57,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 22 2023,2023-02-22,270.01,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 23 2023,2023-02-23,227.186,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 26 2023,2023-02-26,327.52,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 27 2023,2023-02-27,312.605,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 03 2023,2023-03-03,299.99,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 04 2023,2023-03-04,297.75,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 06 2023,2023-03-06,249.98,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 07 2023,2023-03-07,279.71,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 11 2023,2023-03-11,315.22,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 12 2023,2023-03-12,268.187,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 13 2023,2023-03-13,294.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 14 2023,2023-03-14,298.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 16 2023,2023-03-16,256.41,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 17 2023,2023-03-17,239.83,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 18 2023,2023-03-18,241.28,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 19 2023,2023-03-19,265.505,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 21 2023,2023-03-21,243.28,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 22 2023,2023-03-22,271.955,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 23 2023,2023-03-23,254.513,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 24 2023,2023-03-24,276.004,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 25 2023,2023-03-25,506.07,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 27 2023,2023-03-27,362.51,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 28 2023,2023-03-28,367.996,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 29 2023,2023-03-29,355.09,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 30 2023,2023-03-30,368.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 31 2023,2023-03-31,272.447,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 01 2023,2023-04-01,285.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 02 2023,2023-04-02,295.01,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 03 2023,2023-04-03,365.37,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 05 2023,2023-04-05,352.501,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 07 2023,2023-04-07,355.801,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 08 2023,2023-04-08,348.4,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 09 2023,2023-04-09,298.379,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 10 2023,2023-04-10,315.248,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 11 2023,2023-04-11,293.952,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 12 2023,2023-04-12,292.705,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 13 2023,2023-04-13,350.845,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 14 2023,2023-04-14,356.808,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 15 2023,2023-04-15,452.26,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 16 2023,2023-04-16,440.75,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 17 2023,2023-04-17,384.998,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 18 2023,2023-04-18,414.577,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 19 2023,2023-04-19,454.647,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 20 2023,2023-04-20,346.679,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 23 2023,2023-04-23,419.99,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 25 2023,2023-04-25,390.435,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 26 2023,2023-04-26,444.03,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 27 2023,2023-04-27,345.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 29 2023,2023-04-29,370.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 30 2023,2023-04-30,406.315,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 02 2023,2023-05-02,419.042,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 03 2023,2023-05-03,427.03,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 04 2023,2023-05-04,420.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 05 2023,2023-05-05,472.322,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 10 2023,2023-05-10,384.089,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 11 2023,2023-05-11,354.475,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 12 2023,2023-05-12,512.547,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 15 2023,2023-05-15,310.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 16 2023,2023-05-16,347.84,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 17 2023,2023-05-17,347.149,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 18 2023,2023-05-18,357.94,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 19 2023,2023-05-19,357.073,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 21 2023,2023-05-21,369.005,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 22 2023,2023-05-22,392.499,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 23 2023,2023-05-23,331.75,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 27 2023,2023-05-27,429.825,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 30 2023,2023-05-30,318.199,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 31 2023,2023-05-31,369.996,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 01 2023,2023-06-01,317.938,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 02 2023,2023-06-02,319.02,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 03 2023,2023-06-03,336.9,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 04 2023,2023-06-04,336.92,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 05 2023,2023-06-05,360.482,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 07 2023,2023-06-07,390.531,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 11 2023,2023-06-11,392.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 16 2023,2023-06-16,414.044,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 18 2023,2023-06-18,364.18,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 19 2023,2023-06-19,410.378,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 21 2023,2023-06-21,364.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 22 2023,2023-06-22,372.661,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 24 2023,2023-06-24,501.78,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 27 2023,2023-06-27,445.015,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 30 2023,2023-06-30,348.759,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 03 2023,2023-07-03,330.046,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 06 2023,2023-07-06,336.45,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 07 2023,2023-07-07,336.4,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 11 2023,2023-07-11,337.27,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 13 2023,2023-07-13,338.23,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 15 2023,2023-07-15,386.744,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 18 2023,2023-07-18,430.437,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
