date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Jan 01 2024,2024-01-01,13.39,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 02 2024,2024-01-02,13.314,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 03 2024,2024-01-03,13.437,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 04 2024,2024-01-04,13.21,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 05 2024,2024-01-05,13.87,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 06 2024,2024-01-06,15.779,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 07 2024,2024-01-07,14.368,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 08 2024,2024-01-08,12.864,9,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 09 2024,2024-01-09,14.068,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 10 2024,2024-01-10,14.284,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 11 2024,2024-01-11,15.123,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 12 2024,2024-01-12,14.212,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 13 2024,2024-01-13,15.002,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 14 2024,2024-01-14,14.246,13,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 15 2024,2024-01-15,13.85,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 16 2024,2024-01-16,14.413,14,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 17 2024,2024-01-17,14.445,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 18 2024,2024-01-18,14.055,19,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 19 2024,2024-01-19,13.987,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 20 2024,2024-01-20,13.205,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 21 2024,2024-01-21,12.576,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 22 2024,2024-01-22,12.088,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 23 2024,2024-01-23,12.429,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 24 2024,2024-01-24,12.206,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 25 2024,2024-01-25,12.702,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 26 2024,2024-01-26,12.565,19,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 27 2024,2024-01-27,12.242,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 28 2024,2024-01-28,12.881,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 29 2024,2024-01-29,12.073,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 30 2024,2024-01-30,12.607,14,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 31 2024,2024-01-31,12.7,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 01 2024,2024-02-01,12.478,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 02 2024,2024-02-02,13.143,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 03 2024,2024-02-03,12.903,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 04 2024,2024-02-04,12.527,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 05 2024,2024-02-05,12.352,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 06 2024,2024-02-06,12.869,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 07 2024,2024-02-07,12.983,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 08 2024,2024-02-08,12.98,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 09 2024,2024-02-09,12.515,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 10 2024,2024-02-10,12.774,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 11 2024,2024-02-11,13.217,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 12 2024,2024-02-12,12.422,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 13 2024,2024-02-13,12.815,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 14 2024,2024-02-14,19.052,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 15 2024,2024-02-15,12.329,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 16 2024,2024-02-16,12.634,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 17 2024,2024-02-17,12.687,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 18 2024,2024-02-18,12.128,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 19 2024,2024-02-19,13.012,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 20 2024,2024-02-20,12.685,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 21 2024,2024-02-21,12.725,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 22 2024,2024-02-22,12.889,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 23 2024,2024-02-23,13.0,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 24 2024,2024-02-24,13.583,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 25 2024,2024-02-25,13.966,13,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 26 2024,2024-02-26,13.599,19,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 27 2024,2024-02-27,13.39,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 28 2024,2024-02-28,13.532,14,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 29 2024,2024-02-29,13.824,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 01 2024,2024-03-01,14.783,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 02 2024,2024-03-02,14.467,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 03 2024,2024-03-03,15.766,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 04 2024,2024-03-04,14.981,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 05 2024,2024-03-05,17.73,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 06 2024,2024-03-06,14.882,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 07 2024,2024-03-07,15.118,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 08 2024,2024-03-08,15.348,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 09 2024,2024-03-09,14.981,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 10 2024,2024-03-10,14.551,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 11 2024,2024-03-11,14.606,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 12 2024,2024-03-12,14.283,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 13 2024,2024-03-13,13.854,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 14 2024,2024-03-14,13.781,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 15 2024,2024-03-15,13.16,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 16 2024,2024-03-16,13.561,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 17 2024,2024-03-17,12.597,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 18 2024,2024-03-18,13.54,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 19 2024,2024-03-19,14.16,13,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 20 2024,2024-03-20,12.973,13,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 21 2024,2024-03-21,13.502,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 22 2024,2024-03-22,13.68,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 23 2024,2024-03-23,14.276,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 24 2024,2024-03-24,15.406,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 25 2024,2024-03-25,14.229,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 26 2024,2024-03-26,14.394,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 27 2024,2024-03-27,13.842,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 28 2024,2024-03-28,14.298,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 29 2024,2024-03-29,14.474,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 30 2024,2024-03-30,14.402,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 31 2024,2024-03-31,15.073,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 01 2024,2024-04-01,14.019,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 02 2024,2024-04-02,15.386,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 03 2024,2024-04-03,16.724,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 04 2024,2024-04-04,14.845,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 05 2024,2024-04-05,15.135,19,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 06 2024,2024-04-06,15.336,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 07 2024,2024-04-07,16.621,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 08 2024,2024-04-08,15.555,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 09 2024,2024-04-09,16.172,10,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 10 2024,2024-04-10,15.525,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 11 2024,2024-04-11,15.993,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 12 2024,2024-04-12,16.248,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 13 2024,2024-04-13,16.39,14,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 14 2024,2024-04-14,15.843,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 15 2024,2024-04-15,16.375,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 16 2024,2024-04-16,16.71,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 17 2024,2024-04-17,17.026,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 18 2024,2024-04-18,17.117,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 19 2024,2024-04-19,17.629,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 20 2024,2024-04-20,16.425,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 21 2024,2024-04-21,16.698,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 22 2024,2024-04-22,16.808,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 23 2024,2024-04-23,16.477,19,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 24 2024,2024-04-24,16.772,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 25 2024,2024-04-25,17.045,14,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 26 2024,2024-04-26,19.274,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 27 2024,2024-04-27,16.003,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 28 2024,2024-04-28,16.704,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 29 2024,2024-04-29,16.356,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 30 2024,2024-04-30,16.191,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 01 2024,2024-05-01,16.353,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 02 2024,2024-05-02,16.246,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 03 2024,2024-05-03,16.548,19,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 04 2024,2024-05-04,15.794,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 05 2024,2024-05-05,16.116,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 06 2024,2024-05-06,15.821,13,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 07 2024,2024-05-07,16.039,5,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 08 2024,2024-05-08,16.133,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 09 2024,2024-05-09,15.666,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 10 2024,2024-05-10,16.012,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 11 2024,2024-05-11,16.135,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 12 2024,2024-05-12,16.157,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 13 2024,2024-05-13,15.925,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 14 2024,2024-05-14,15.669,14,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 15 2024,2024-05-15,15.706,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 16 2024,2024-05-16,14.685,13,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 17 2024,2024-05-17,14.927,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 18 2024,2024-05-18,15.47,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 19 2024,2024-05-19,15.669,19,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 20 2024,2024-05-20,15.361,10,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 21 2024,2024-05-21,14.774,13,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 22 2024,2024-05-22,14.989,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 23 2024,2024-05-23,14.012,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 24 2024,2024-05-24,13.844,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 25 2024,2024-05-25,13.62,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 26 2024,2024-05-26,13.353,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 27 2024,2024-05-27,13.385,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 28 2024,2024-05-28,13.727,14,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 29 2024,2024-05-29,13.852,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 30 2024,2024-05-30,14.496,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 31 2024,2024-05-31,14.033,13,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 01 2024,2024-06-01,13.811,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 02 2024,2024-06-02,13.767,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 03 2024,2024-06-03,13.753,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 04 2024,2024-06-04,13.249,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 05 2024,2024-06-05,13.711,14,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 06 2024,2024-06-06,13.923,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 07 2024,2024-06-07,13.238,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 08 2024,2024-06-08,12.875,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 09 2024,2024-06-09,12.662,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 10 2024,2024-06-10,12.831,19,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 11 2024,2024-06-11,12.753,14,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 12 2024,2024-06-12,13.038,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 13 2024,2024-06-13,12.561,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 14 2024,2024-06-14,15.085,9,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 15 2024,2024-06-15,12.613,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 16 2024,2024-06-16,12.585,11,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 17 2024,2024-06-17,12.451,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 18 2024,2024-06-18,12.948,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 19 2024,2024-06-19,12.541,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 20 2024,2024-06-20,12.846,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 21 2024,2024-06-21,14.571,11,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 22 2024,2024-06-22,13.099,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 23 2024,2024-06-23,12.726,13,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 24 2024,2024-06-24,11.92,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 25 2024,2024-06-25,12.069,14,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 26 2024,2024-06-26,12.301,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 27 2024,2024-06-27,12.344,12,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 28 2024,2024-06-28,11.931,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 29 2024,2024-06-29,12.199,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jun 30 2024,2024-06-30,11.539,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 01 2024,2024-07-01,11.926,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 02 2024,2024-07-02,11.391,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 03 2024,2024-07-03,11.871,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 04 2024,2024-07-04,11.725,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 05 2024,2024-07-05,11.979,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 06 2024,2024-07-06,11.974,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 07 2024,2024-07-07,12.079,22,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 08 2024,2024-07-08,11.689,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 09 2024,2024-07-09,11.146,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 10 2024,2024-07-10,13.925,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 11 2024,2024-07-11,10.834,7,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 12 2024,2024-07-12,11.541,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 13 2024,2024-07-13,11.092,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 14 2024,2024-07-14,11.317,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 15 2024,2024-07-15,12.556,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 16 2024,2024-07-16,11.637,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 17 2024,2024-07-17,10.687,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 18 2024,2024-07-18,11.981,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 19 2024,2024-07-19,11.864,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 20 2024,2024-07-20,11.605,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 21 2024,2024-07-21,12.603,12,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 22 2024,2024-07-22,12.239,19,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 23 2024,2024-07-23,12.374,14,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 24 2024,2024-07-24,12.967,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 25 2024,2024-07-25,12.102,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 26 2024,2024-07-26,12.596,19,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 27 2024,2024-07-27,12.586,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 28 2024,2024-07-28,12.629,19,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 29 2024,2024-07-29,12.137,9,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 30 2024,2024-07-30,12.174,19,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jul 31 2024,2024-07-31,12.641,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 01 2024,2024-08-01,14.761,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 02 2024,2024-08-02,12.997,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 03 2024,2024-08-03,14.2,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 04 2024,2024-08-04,13.094,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 05 2024,2024-08-05,13.04,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 06 2024,2024-08-06,12.725,14,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 07 2024,2024-08-07,13.56,10,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 08 2024,2024-08-08,13.236,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 09 2024,2024-08-09,13.186,14,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 10 2024,2024-08-10,13.028,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 11 2024,2024-08-11,12.644,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 12 2024,2024-08-12,12.822,10,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 13 2024,2024-08-13,12.49,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 14 2024,2024-08-14,12.459,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 15 2024,2024-08-15,12.469,17,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 16 2024,2024-08-16,12.295,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 17 2024,2024-08-17,12.354,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 18 2024,2024-08-18,13.451,13,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 19 2024,2024-08-19,12.867,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 20 2024,2024-08-20,12.711,19,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 21 2024,2024-08-21,13.007,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 22 2024,2024-08-22,13.101,13,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 23 2024,2024-08-23,15.993,15,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Aug 24 2024,2024-08-24,12.104,16,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
