date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Mar 12 2021,2021-03-12,15.913,10,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 13 2021,2021-03-13,14.275,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 14 2021,2021-03-14,15.09,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 15 2021,2021-03-15,14.855,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 16 2021,2021-03-16,15.766,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 17 2021,2021-03-17,13.918,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 18 2021,2021-03-18,13.673,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 19 2021,2021-03-19,16.189,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 20 2021,2021-03-20,14.63,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 21 2021,2021-03-21,14.743,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 22 2021,2021-03-22,15.142,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 23 2021,2021-03-23,14.323,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 24 2021,2021-03-24,17.564,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 25 2021,2021-03-25,14.126,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 26 2021,2021-03-26,14.607,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 27 2021,2021-03-27,14.461,8,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 28 2021,2021-03-28,14.164,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 29 2021,2021-03-29,13.973,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 30 2021,2021-03-30,19.819,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 31 2021,2021-03-31,13.652,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 01 2021,2021-04-01,14.288,10,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 02 2021,2021-04-02,14.401,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 03 2021,2021-04-03,13.996,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 04 2021,2021-04-04,14.406,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 05 2021,2021-04-05,14.635,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 06 2021,2021-04-06,15.631,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 07 2021,2021-04-07,15.135,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 08 2021,2021-04-08,14.953,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 09 2021,2021-04-09,15.117,10,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 10 2021,2021-04-10,16.16,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 11 2021,2021-04-11,13.608,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 12 2021,2021-04-12,12.986,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 13 2021,2021-04-13,12.926,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 14 2021,2021-04-14,12.83,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 15 2021,2021-04-15,14.523,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 16 2021,2021-04-16,13.86,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 17 2021,2021-04-17,12.796,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 18 2021,2021-04-18,14.229,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 19 2021,2021-04-19,13.16,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 20 2021,2021-04-20,13.481,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 22 2021,2021-04-22,13.821,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 23 2021,2021-04-23,14.459,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 24 2021,2021-04-24,14.395,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 25 2021,2021-04-25,14.415,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 26 2021,2021-04-26,14.419,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 27 2021,2021-04-27,14.552,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 28 2021,2021-04-28,15.777,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 29 2021,2021-04-29,14.784,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 30 2021,2021-04-30,13.427,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 01 2021,2021-05-01,12.961,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 02 2021,2021-05-02,13.43,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 03 2021,2021-05-03,15.142,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 04 2021,2021-05-04,13.102,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 05 2021,2021-05-05,14.027,9,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 06 2021,2021-05-06,13.922,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 07 2021,2021-05-07,13.74,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 08 2021,2021-05-08,15.764,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 09 2021,2021-05-09,15.254,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 10 2021,2021-05-10,16.66,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 11 2021,2021-05-11,14.752,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 12 2021,2021-05-12,14.658,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 13 2021,2021-05-13,15.138,8,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 14 2021,2021-05-14,16.872,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 15 2021,2021-05-15,18.366,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 17 2021,2021-05-17,16.33,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 18 2021,2021-05-18,13.711,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 19 2021,2021-05-19,14.135,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 20 2021,2021-05-20,14.16,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 21 2021,2021-05-21,14.44,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 22 2021,2021-05-22,14.796,9,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 23 2021,2021-05-23,15.043,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 24 2021,2021-05-24,16.965,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 25 2021,2021-05-25,15.18,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 26 2021,2021-05-26,15.501,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 27 2021,2021-05-27,15.015,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 28 2021,2021-05-28,15.758,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 30 2021,2021-05-30,15.054,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
May 31 2021,2021-05-31,16.234,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 01 2021,2021-06-01,14.359,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 02 2021,2021-06-02,15.731,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 03 2021,2021-06-03,13.871,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 04 2021,2021-06-04,13.96,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 05 2021,2021-06-05,14.734,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 06 2021,2021-06-06,17.33,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 07 2021,2021-06-07,16.882,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 08 2021,2021-06-08,14.038,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 09 2021,2021-06-09,14.383,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 10 2021,2021-06-10,14.894,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 11 2021,2021-06-11,13.441,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 12 2021,2021-06-12,13.838,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 13 2021,2021-06-13,14.506,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 14 2021,2021-06-14,15.856,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 15 2021,2021-06-15,14.614,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 16 2021,2021-06-16,14.698,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 17 2021,2021-06-17,14.539,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 18 2021,2021-06-18,14.091,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 19 2021,2021-06-19,17.237,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 20 2021,2021-06-20,15.01,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 21 2021,2021-06-21,13.885,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 23 2021,2021-06-23,14.656,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 24 2021,2021-06-24,14.318,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 25 2021,2021-06-25,14.127,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 26 2021,2021-06-26,13.975,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 27 2021,2021-06-27,14.111,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 28 2021,2021-06-28,14.08,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 29 2021,2021-06-29,13.668,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jun 30 2021,2021-06-30,14.161,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 01 2021,2021-07-01,13.285,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 02 2021,2021-07-02,13.919,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 03 2021,2021-07-03,13.75,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 04 2021,2021-07-04,12.924,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 05 2021,2021-07-05,11.859,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 06 2021,2021-07-06,14.68,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 07 2021,2021-07-07,13.615,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 08 2021,2021-07-08,13.868,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 09 2021,2021-07-09,13.614,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 10 2021,2021-07-10,13.84,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 11 2021,2021-07-11,14.594,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 12 2021,2021-07-12,13.666,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 13 2021,2021-07-13,13.857,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 14 2021,2021-07-14,14.437,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 15 2021,2021-07-15,15.166,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 16 2021,2021-07-16,13.584,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 17 2021,2021-07-17,12.84,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 18 2021,2021-07-18,14.024,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 19 2021,2021-07-19,14.201,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 20 2021,2021-07-20,18.114,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 21 2021,2021-07-21,13.296,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 22 2021,2021-07-22,12.904,8,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 23 2021,2021-07-23,13.233,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 24 2021,2021-07-24,12.807,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 25 2021,2021-07-25,13.531,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 26 2021,2021-07-26,14.095,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 27 2021,2021-07-27,13.339,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 28 2021,2021-07-28,13.197,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 29 2021,2021-07-29,12.966,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 30 2021,2021-07-30,14.347,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jul 31 2021,2021-07-31,13.322,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 01 2021,2021-08-01,13.927,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 02 2021,2021-08-02,13.895,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 03 2021,2021-08-03,15.178,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 04 2021,2021-08-04,14.349,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 05 2021,2021-08-05,13.385,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 06 2021,2021-08-06,13.807,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 07 2021,2021-08-07,14.869,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 09 2021,2021-08-09,12.241,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 10 2021,2021-08-10,14.201,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 11 2021,2021-08-11,13.568,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 12 2021,2021-08-12,13.859,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 13 2021,2021-08-13,12.98,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 14 2021,2021-08-14,12.873,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 15 2021,2021-08-15,13.232,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 16 2021,2021-08-16,13.009,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 17 2021,2021-08-17,12.072,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 18 2021,2021-08-18,13.265,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 19 2021,2021-08-19,13.678,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 20 2021,2021-08-20,13.622,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 21 2021,2021-08-21,12.585,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 22 2021,2021-08-22,15.581,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 23 2021,2021-08-23,12.975,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 24 2021,2021-08-24,13.315,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 25 2021,2021-08-25,12.835,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 26 2021,2021-08-26,12.577,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 27 2021,2021-08-27,13.34,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 28 2021,2021-08-28,11.453,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 29 2021,2021-08-29,11.839,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 30 2021,2021-08-30,12.378,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 31 2021,2021-08-31,11.593,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 01 2021,2021-09-01,12.388,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 02 2021,2021-09-02,12.345,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 03 2021,2021-09-03,12.975,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 04 2021,2021-09-04,12.915,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 05 2021,2021-09-05,13.659,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 06 2021,2021-09-06,12.101,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 07 2021,2021-09-07,12.44,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 08 2021,2021-09-08,12.667,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 09 2021,2021-09-09,13.298,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 10 2021,2021-09-10,14.291,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 11 2021,2021-09-11,13.756,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 12 2021,2021-09-12,12.746,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 13 2021,2021-09-13,12.827,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 14 2021,2021-09-14,12.621,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 15 2021,2021-09-15,12.85,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 16 2021,2021-09-16,12.752,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 17 2021,2021-09-17,13.671,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 18 2021,2021-09-18,13.376,11,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 19 2021,2021-09-19,13.31,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 20 2021,2021-09-20,13.352,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 21 2021,2021-09-21,10.513,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 22 2021,2021-09-22,11.218,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 23 2021,2021-09-23,10.443,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 24 2021,2021-09-24,10.392,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 25 2021,2021-09-25,9.978,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 26 2021,2021-09-26,9.948,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 27 2021,2021-09-27,11.302,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 28 2021,2021-09-28,11.099,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 29 2021,2021-09-29,11.695,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 30 2021,2021-09-30,10.344,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 01 2021,2021-10-01,11.139,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 02 2021,2021-10-02,11.328,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 03 2021,2021-10-03,11.774,8,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 04 2021,2021-10-04,11.085,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 05 2021,2021-10-05,11.584,10,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 06 2021,2021-10-06,11.305,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 07 2021,2021-10-07,11.643,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 08 2021,2021-10-08,12.105,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 09 2021,2021-10-09,11.66,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 10 2021,2021-10-10,11.914,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 11 2021,2021-10-11,10.338,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 12 2021,2021-10-12,11.55,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 13 2021,2021-10-13,11.439,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 14 2021,2021-10-14,11.895,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 15 2021,2021-10-15,11.471,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 16 2021,2021-10-16,11.807,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 17 2021,2021-10-17,11.728,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 18 2021,2021-10-18,11.017,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 19 2021,2021-10-19,11.479,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 20 2021,2021-10-20,10.71,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 21 2021,2021-10-21,11.185,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 22 2021,2021-10-22,11.089,11,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 23 2021,2021-10-23,11.364,10,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 24 2021,2021-10-24,11.211,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 25 2021,2021-10-25,12.588,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 26 2021,2021-10-26,11.793,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 27 2021,2021-10-27,11.764,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 28 2021,2021-10-28,11.638,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 29 2021,2021-10-29,12.51,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 30 2021,2021-10-30,11.805,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 31 2021,2021-10-31,12.213,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 01 2021,2021-11-01,13.37,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 02 2021,2021-11-02,11.664,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 03 2021,2021-11-03,12.171,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 04 2021,2021-11-04,11.771,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 05 2021,2021-11-05,12.911,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 06 2021,2021-11-06,13.282,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 07 2021,2021-11-07,11.719,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 08 2021,2021-11-08,13.244,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 09 2021,2021-11-09,12.93,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 10 2021,2021-11-10,15.36,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 11 2021,2021-11-11,11.958,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 12 2021,2021-11-12,11.777,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 13 2021,2021-11-13,14.502,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 14 2021,2021-11-14,11.973,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 15 2021,2021-11-15,11.529,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 16 2021,2021-11-16,11.576,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
